game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
15/10/2006,Baltimore Ravens,Carolina Panthers,21,23,13:02:00,M&T Bank Stadium ,00:03:04,16,20,22,80,0,30,58,0,19,35,230,3,2,24,39,365,2,2,3,18,1,9,212,356,292,414,2,1,1,1,3,3,5,40,4,20,5,15,7,15,2,2,0,0,00:26:11,00:33:49,Ravens,outdoors,sportturf,"70,762","58 degrees, relative humidity 33%, wind 11 mph, wind chill 0",Baltimore Ravens,-3,33,over
15/10/2006,Washington Redskins,Tennessee Titans,22,25,13:02:00,FedExField ,00:03:16,18,21,26,125,2,42,193,1,16,30,180,1,1,13,25,161,1,0,0,0,3,10,180,151,305,344,4,1,2,0,2,0,6,46,5,51,5,12,4,15,0,0,1,1,00:24:20,00:35:40,Titans,outdoors,grass,"88,550","59 degrees, relative humidity 43%, wind 6 mph, wind chill 0",Washington Redskins,-12,39.5,over
15/10/2006,New Orleans Saints,Philadelphia Eagles,27,24,13:02:00,Louisiana Superdome ,00:03:18,22,20,30,98,0,19,99,1,27,38,275,3,2,19,32,247,2,1,0,0,3,21,275,226,373,325,1,0,2,1,2,2,7,64,8,67,8,16,3,10,0,0,0,0,00:34:03,00:25:57,Saints,dome,fieldturf,"68,269",,Philadelphia Eagles,-3,47,over
15/10/2006,St. Louis Rams,Seattle Seahawks,28,30,13:02:00,Edward Jones Dome ,00:03:11,21,20,22,59,1,28,125,0,26,39,360,3,1,19,34,268,3,0,6,51,4,29,309,239,368,364,1,1,1,1,2,1,6,72,10,65,8,15,9,17,0,0,0,0,00:32:05,00:27:55,Rams,dome,fieldturf,"65,592",,Seattle Seahawks,-3,45,over
15/10/2006,Dallas Cowboys,Houston Texans,34,6,13:02:00,Texas Stadium ,00:03:10,21,12,37,170,1,17,34,0,19,30,203,3,0,23,38,198,0,2,2,19,0,0,184,198,354,232,0,0,1,1,0,3,9,73,7,55,8,16,3,13,1,2,1,1,00:35:14,00:24:46,Texans,outdoors,fieldturf,"63,186","66 degrees, relative humidity 87%, wind 8 mph, wind chill 0",Dallas Cowboys,-13,44,under
15/10/2006,Tampa Bay Buccaneers,Cincinnati Bengals,14,13,13:02:00,Raymond James Stadium ,00:03:23,21,14,25,126,0,20,53,0,25,44,184,2,1,24,37,261,1,0,2,10,2,9,174,252,300,305,0,0,2,0,1,0,9,75,10,84,6,16,3,14,1,1,0,1,00:35:07,00:24:53,Buccaneers,outdoors,grass,"65,732","77 degrees, relative humidity 43%, wind 8 mph, wind chill 0",Cincinnati Bengals,-5,44.5,under
15/10/2006,Detroit Lions,Buffalo Bills,20,17,13:03:00,Ford Field ,00:03:03,21,16,27,135,1,21,85,0,24,36,278,1,1,21,34,207,2,1,3,16,5,50,262,157,397,242,2,0,2,2,1,3,6,40,2,20,3,12,3,11,0,1,0,0,00:31:41,00:28:19,Lions,dome,fieldturf,"60,704",,Buffalo Bills,-1,40.5,under
15/10/2006,Atlanta Falcons,New York Giants,14,27,13:04:00,Georgia Dome ,00:03:07,16,28,26,223,2,38,259,1,14,27,154,0,1,17,30,180,2,2,7,48,2,15,106,165,329,424,4,1,1,0,2,2,4,40,5,45,6,15,4,11,0,1,0,0,00:25:42,00:34:18,Falcons,dome,fieldturf,"70,840",,Atlanta Falcons,-3,41.5,under
15/10/2006,San Francisco 49ers,San Diego Chargers,19,48,16:15:00,Monster Park ,00:03:09,15,30,14,92,0,30,87,4,20,31,214,2,1,29,39,334,2,0,5,32,0,0,182,334,274,421,2,1,1,0,2,0,9,116,6,51,4,11,12,15,0,1,0,0,00:24:12,00:35:48,Chargers,outdoors,grass,"68,137","57 degrees, relative humidity 72%, wind 12 mph, wind chill 0",San Diego Chargers,-10,42.5,over
15/10/2006,Pittsburgh Steelers,Kansas City Chiefs,45,7,16:15:00,Heinz Field ,00:02:59,23,14,42,219,3,19,38,1,17,20,244,2,0,19,39,185,0,3,1,6,1,10,238,175,457,213,4,1,0,0,1,3,5,41,6,50,8,13,5,14,1,1,0,1,00:34:31,00:25:29,Steelers,outdoors,dessograss,"64,727","52 degrees, relative humidity 40%, wind 6 mph",Pittsburgh Steelers,-6.5,36.5,over
