game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2016-12-22,2016,16,Eagles,Giants,24,19,Lincoln Financial Field,40,10,0,outdoors,Philadelphia Eagles,-1.5,42.5,1,15,24,30,118,1,25,114,0,14,25,168,1,1,38,63,356,1,3,0,0,0,0,168,356,286,470,0,0,2,0,1,3,1,5,5,50,4,12,10,22,0,1,1,2,1556,2044
2016-12-24,2016,16,Bills,Dolphins,31,34,New Era Field,38,13,0,outdoors,Buffalo Bills,-4.5,44.5,1,30,22,49,272,1,38,261,2,26,39,329,3,0,16,30,233,2,1,2,12,0,0,317,233,589,494,1,0,0,0,0,1,5,35,2,15,8,18,5,12,1,2,0,0,2433,2020
2016-12-24,2016,16,Browns,Chargers,20,17,FirstEnergy Stadium,38,13,0,outdoors,San Diego Chargers,-4.5,45.0,0,23,19,29,124,2,19,34,0,19,28,175,0,0,23,46,322,2,1,9,48,0,0,127,322,251,356,0,0,1,0,0,1,4,44,9,92,6,15,5,15,1,1,2,2,1949,1651
2016-12-24,2016,16,Bears,Redskins,21,41,Soldier Field,37,1,0,outdoors,Washington Redskins,-3.0,49.0,1,31,21,26,140,1,35,208,4,24,40,323,2,5,18,29,270,1,0,1,5,0,0,318,270,458,478,0,0,0,0,5,0,4,52,7,73,7,10,8,13,1,1,0,1,1645,1955
2016-12-24,2016,16,Jaguars,Titans,38,17,TIAA Bank Stadium,67,5,0,outdoors,Tennessee Titans,-4.0,44.0,1,25,19,28,84,1,20,58,0,27,39,345,2,0,21,44,223,2,1,2,14,3,18,331,205,415,263,2,1,1,0,1,1,4,45,6,49,4,12,5,14,0,0,0,1,1951,1649
2016-12-24,2016,16,Panthers,Falcons,16,33,Bank of America Stadium,56,5,0,outdoors,Atlanta Falcons,-3.0,49.0,0,17,21,23,119,0,24,152,1,18,43,198,1,2,27,33,277,2,0,2,15,4,21,183,256,302,408,0,0,1,0,2,0,4,24,6,45,4,15,6,14,3,4,0,0,1635,1965
2016-12-24,2016,16,Patriots,Jets,41,3,Gillette Stadium,40,6,0,outdoors,New England Patriots,-17.0,45.0,0,21,14,40,114,2,29,111,0,18,29,220,3,0,8,24,136,0,3,1,9,2,8,211,128,325,239,1,0,1,1,0,4,3,20,6,77,11,18,1,11,0,0,2,3,2083,1517
2016-12-24,2016,16,Packers,Vikings,38,25,Lambeau Field,37,8,0,outdoors,Green Bay Packers,-6.0,44.5,1,19,22,15,40,1,20,93,0,28,39,347,4,0,34,50,382,3,0,4,39,4,29,308,353,348,446,1,0,2,2,0,2,3,21,8,70,6,13,5,15,0,0,3,3,1739,1861
2016-12-24,2016,16,Raiders,Colts,33,25,Oakland-Alameda County Coliseum,50,9,0,outdoors,Oakland Raiders,-3.5,52.0,1,27,20,37,210,2,24,102,1,23,34,261,3,0,19,29,288,2,2,1,8,0,0,253,288,463,390,1,0,1,1,0,3,10,93,4,22,9,15,4,8,0,0,0,1,2165,1435
2016-12-24,2016,16,Seahawks,Cardinals,31,34,CenturyLink Field,39,2,0,outdoors,Seattle Seahawks,-9.0,43.5,1,24,21,27,78,0,29,94,3,29,45,350,4,0,16,27,284,1,0,6,37,1,8,313,276,391,370,1,1,1,1,1,1,5,40,7,85,8,17,1,9,0,2,0,0,2022,1578
2016-12-24,2016,16,Saints,Buccaneers,31,24,Mercedes-Benz Superdome,0,0,0,dome,New Orleans Saints,-3.0,53.0,1,25,23,31,123,2,21,89,1,23,34,299,1,0,23,35,277,2,2,2,5,2,17,294,260,417,349,1,0,0,0,0,2,7,59,7,63,5,12,7,12,0,0,0,0,1896,1704
2016-12-24,2016,16,Rams,49ers,21,22,Los Angeles Memorial Coliseum,59,6,0,outdoors,Los Angeles Rams,-6.0,39.5,1,13,21,29,99,2,29,70,1,11,24,90,1,2,28,37,266,2,1,4,12,4,13,78,253,177,323,2,0,2,1,2,2,5,45,11,100,4,13,6,16,1,1,1,1,1737,1863
2016-12-24,2016,16,Texans,Bengals,12,10,NRG Stadium,0,0,0,retractable roof (closed),Houston Texans,-3.0,41.5,0,17,15,24,95,1,19,50,0,18,29,176,0,0,28,41,268,1,1,4,21,3,24,155,244,250,294,1,0,1,0,0,1,3,25,6,60,4,14,7,16,0,0,1,1,1866,1734
2016-12-25,2016,16,Steelers,Ravens,31,27,Heinz Field,41,9,0,outdoors,Pittsburgh Steelers,-5.5,46.5,1,23,22,22,127,1,26,122,1,24,33,279,3,2,30,44,262,1,1,0,0,2,16,279,246,406,368,0,0,2,0,2,1,4,45,7,95,3,7,9,17,0,0,0,1,1523,2077
2016-12-25,2016,16,Chiefs,Broncos,33,10,Arrowhead Stadium,53,9,0,outdoors,Kansas City Chiefs,-3.5,38.0,1,23,14,37,238,2,14,63,1,26,37,246,2,1,17,43,183,0,1,0,0,0,0,246,183,484,246,2,0,3,2,1,3,8,65,9,70,9,17,4,15,0,0,1,2,2281,1319
2016-12-26,2016,16,Cowboys,Lions,42,21,AT&T Stadium,0,0,0,retractable roof (closed),Dallas Cowboys,-6.5,46.5,1,23,23,30,164,2,20,90,3,16,21,222,4,0,26,46,260,0,1,1,11,4,31,211,229,375,319,0,0,2,1,0,2,8,47,5,62,4,8,5,12,0,0,2,2,1757,1843
