game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,handicap,points_line,points_line_result,is_divisional_game,is_dome_game,home_previous_game,away_previous_game,away_distance_travelled,home_score_margin_rank,away_score_margin_rank,home_pass_yards_margin_rank,away_pass_yards_margin_rank,home_pass_yards_margin_reverse_rank,away_pass_yards_margin_reverse_rank,home_rush_yards_margin_rank,away_rush_yards_margin_rank,home_rush_yards_margin_reverse_rank,away_rush_yards_margin_reverse_rank,home_turnovers_margin_rank,away_turnovers_margin_rank,home_turnovers_margin_reverse_rank,away_turnovers_margin_reverse_rank,home_sacks_allowed_margin_rank,away_sacks_allowed_margin_rank,home_sacks_allowed_margin_reverse_rank,away_sacks_allowed_margin_reverse_rank,home_penallity_yards_margin_rank,away_penallity_yards_margin_rank,home_penallity_yards_margin_reverse_rank,away_penallity_yards_margin_reverse_rank,home_third_downs_converted_margin_rank,away_third_downs_converted_margin_rank,home_third_downs_converted_margin_reverse_rank,away_third_downs_converted_margin_reverse_rank,home_fourth_downs_converted_margin_rank,away_fourth_downs_converted_margin_rank,home_fourth_downs_converted_margin_reverse_rank,away_fourth_downs_converted_margin_reverse_rank,home_time_possession_margin_rank,away_time_possession_margin_rank,home_time_possession_margin_reverse_rank,away_time_possession_margin_reverse_rank,home_team_win
2015-01-03,2014,18,Panthers,Cardinals,27,16,Bank of America Stadium,51,6,82,outdoors,-6.5,37.5,1,0,0,2,2,1788,0.029,0.035,0.028,0.03,0.027,0.037,0.038,0.021,0.02,0.029,0.025,0.025,0.036,0.034,0.029,0.026,0.033,0.027,0.023,0.015,0.023,0.044,0.031,0.031,0.024,0.028,0.028,0.014,0.019,0.038,0.039,0.029,0.015,0.031,1
2015-01-03,2014,18,Steelers,Ravens,17,30,Heinz Field,48,10,80,outdoors,-3.0,45.0,1,1,0,2,2,197,0.039,0.032,0.055,0.024,0.02,0.021,0.034,0.026,0.039,0.019,0.045,0.027,0.025,0.027,0.051,0.023,0.039,0.043,0.038,0.017,0.039,0.038,0.031,0.023,0.032,0.028,0.03,0.039,0.031,0.023,0.044,0.026,0.018,0.028,0
2015-01-04,2014,18,Colts,Bengals,26,10,Lucas Oil Stadium,0,0,0,retractable roof (closed),-3.0,48.0,0,0,1,0,0,99,0.042,0.04,0.056,0.029,0.023,0.019,0.028,0.037,0.042,0.034,0.035,0.033,0.027,0.025,0.026,0.028,0.052,0.04,0.023,0.038,0.032,0.027,0.03,0.03,0.027,0.036,0.024,0.033,0.038,0.029,0.044,0.044,0.038,0.039,1
2015-01-04,2014,18,Cowboys,Lions,24,20,AT&T Stadium,0,0,0,retractable roof (closed),-6.5,48.5,0,0,1,0,0,1013,0.043,0.022,0.029,0.042,0.043,0.03,0.046,0.024,0.027,0.018,0.024,0.028,0.031,0.029,0.031,0.022,0.024,0.025,0.026,0.033,0.039,0.023,0.028,0.036,0.035,0.023,0.015,0.035,0.04,0.031,0.038,0.044,0.023,0.021,1
