game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
19/01/2014,Denver Broncos,New England Patriots,26,16,15:06:00,Sports Authority Field at Mile High ,00:02:57,27,19,28,107,0,16,64,1,32,43,400,2,0,24,38,277,1,0,0,0,2,21,400,256,507,320,0,0,0,0,0,0,4,34,2,15,7,13,6,12,1,1,1,2,00:35:44,00:24:16,Broncos (deferred),outdoors,grass,"77,110","63 degrees, relative humidity 10%, wind 9 mph, wind chill 0",Denver Broncos,-5,56.5,under
19/01/2014,Seattle Seahawks,San Francisco 49ers,23,17,18:42:00,CenturyLink Field ,00:03:11,14,16,29,115,1,28,161,1,16,25,215,1,0,14,24,153,1,2,4,22,2,6,193,147,308,308,3,1,3,1,1,3,8,66,7,65,5,14,3,11,1,3,2,2,00:31:28,00:28:32,49ers (deferred),outdoors,fieldturf,"68,454","43 degrees, relative humidity 88%, wind 1 mph, wind chill 0",Seattle Seahawks,-4,40.5,under
