game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
24/10/2013,Tampa Bay Buccaneers,Carolina Panthers,13,31,20:29:00,Raymond James Stadium ,00:02:59,19,21,14,48,0,27,129,2,30,51,275,1,0,23,32,221,2,0,3,26,3,26,249,195,297,324,3,1,0,0,1,0,3,21,6,59,4,14,5,12,0,2,1,1,00:25:27,00:34:33,Panthers (deferred),outdoors,grass ,"59,073","70 degrees, relative humidity 53%, wind 5 mph",Carolina Panthers,-6.5,39,over
27/10/2013,New England Patriots,Miami Dolphins,27,17,13:02:00,Gillette Stadium ,00:03:06,19,23,37,152,2,31,156,0,13,22,116,1,1,22,42,192,2,2,3,16,6,47,100,145,252,301,0,0,1,1,1,3,5,35,7,61,2,10,8,17,1,1,1,2,00:25:01,00:34:59,Patriots (deferred),outdoors,fieldturf ,"68,756","53 degrees, relative humidity 45%, wind 13 mph, wind chill 0",New England Patriots,-5.5,46.5,under
27/10/2013,New Orleans Saints,Buffalo Bills,35,17,13:02:00,Mercedes-Benz Superdome ,00:03:09,21,20,26,77,0,25,88,1,26,34,332,5,0,22,39,234,1,1,4,23,4,23,309,211,386,299,0,0,4,2,0,3,8,59,6,45,7,15,5,13,1,1,0,1,00:32:30,00:27:30,Bills,dome,sportturf,"72,405",,New Orleans Saints,-10.5,48.5,over
27/10/2013,Kansas City Chiefs,Cleveland Browns,23,17,13:02:00,Arrowhead Stadium ,00:03:10,20,13,29,136,0,15,57,0,24,36,225,2,0,22,36,293,2,0,6,30,1,10,195,283,331,340,1,0,1,1,0,1,5,31,9,70,10,19,3,12,0,0,1,2,00:36:05,00:23:55,Chiefs,outdoors,grass ,"74,307","52 degrees, relative humidity 46%, wind 4 mph, wind chill 0",Kansas City Chiefs,-7,39,over
27/10/2013,Philadelphia Eagles,New York Giants,7,15,13:02:00,Lincoln Financial Field ,00:02:53,15,16,19,48,0,31,88,0,23,35,188,0,2,25,39,246,0,0,4,36,1,9,152,237,200,325,5,1,1,1,3,1,4,48,11,92,3,12,8,19,0,2,0,1,00:21:55,00:38:05,Giants,outdoors,grass ,"69,144","56 degrees, relative humidity 40%, wind 13 mph, wind chill 0",Philadelphia Eagles,-5.5,49,under
27/10/2013,Detroit Lions,Dallas Cowboys,31,30,13:03:00,Ford Field ,00:03:26,29,13,29,143,3,26,62,0,33,48,488,1,2,14,30,206,3,0,1,8,0,0,480,206,623,268,2,2,1,0,4,0,8,61,2,31,3,11,3,13,1,2,0,0,00:35:11,00:24:49,Cowboys (deferred),dome,fieldturf ,"64,379",,Detroit Lions,-3,51,over
27/10/2013,Jacksonville Jaguars,San Francisco 49ers,10,42,13:07:00,Wembley Stadium ,00:02:53,20,25,25,90,0,38,221,4,29,45,228,1,0,11,17,177,1,0,0,0,0,0,228,177,318,398,1,1,3,1,1,1,6,76,4,35,4,14,6,9,3,5,2,2,00:31:31,00:28:29,Jaguars (deferred),outdoors,grass ,"83,559","60 degrees, relative humidity 63%, wind 13 mph, wind chill 0",San Francisco 49ers,-14.5,40,over
27/10/2013,Oakland Raiders,Pittsburgh Steelers,21,18,16:05:00,O.co Coliseum ,00:03:26,13,20,38,197,3,19,35,1,10,19,88,0,2,29,45,275,1,2,2,6,5,34,82,241,279,276,2,1,0,0,3,2,6,39,3,12,5,14,4,15,0,0,0,0,00:30:01,00:29:59,Steelers (deferred),outdoors,grass ,"52,950","56 degrees, relative humidity 81%, wind 17 mph, wind chill 0",Pittsburgh Steelers,-2.5,40,under
27/10/2013,Cincinnati Bengals,New York Jets,49,9,16:06:00,Paul Brown Stadium ,00:02:58,20,15,25,79,0,24,93,0,19,30,325,5,1,23,37,176,0,2,1,2,4,29,323,147,402,240,2,0,0,0,1,2,4,45,4,69,6,11,6,15,0,1,0,1,00:26:43,00:33:17,Jets (deferred),outdoors,fieldturf ,"62,576","57 degrees, relative humidity 45%, wind 3 mph, wind chill 0",Cincinnati Bengals,-4.5,40.5,over
27/10/2013,Denver Broncos,Washington Redskins,45,21,16:25:00,Sports Authority Field at Mile High ,00:03:18,29,22,34,107,1,28,112,1,30,44,354,4,3,20,39,180,1,4,2,15,3,26,339,154,446,266,1,1,3,1,4,5,6,57,1,5,4,12,6,14,2,2,0,0,00:32:00,00:28:00,Redskins,outdoors,grass ,"77,031","69 degrees, relative humidity 14%, wind 8 mph, wind chill 0",Denver Broncos,-11,58.5,over
