game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
31/12/2005,San Diego Chargers,Denver Broncos,7,23,16:35:00,Qualcomm Stadium ,00:03:04,15,17,20,91,1,40,157,3,20,36,183,0,1,10,22,98,0,0,6,38,2,14,145,84,236,241,3,1,1,0,2,0,8,70,4,22,2,14,3,14,1,3,2,2,00:26:38,00:33:22,Broncos,outdoors,grass,"65,513","61 degrees, relative humidity 63%, wind 8 mph, wind chill 0",San Diego Chargers,-7,44,under
31/12/2005,Oakland Raiders,New York Giants,21,30,20:05:00,McAfee Coliseum ,00:03:32,21,13,17,25,0,34,211,2,26,48,331,3,0,12,24,204,1,0,3,31,2,13,300,191,325,402,1,0,1,0,0,0,8,54,9,70,7,17,5,14,0,1,0,0,00:28:08,00:31:52,Raiders,outdoors,grass,"44,594","57 degrees, relative humidity 74%, wind 15 mph, wind chill 0",New York Giants,-7.5,44,over
01/01/2006,Kansas City Chiefs,Cincinnati Bengals,37,3,13:00:00,Arrowhead Stadium ,00:02:56,24,10,32,202,3,22,37,0,23,29,344,1,0,18,32,130,0,2,2,9,1,6,335,124,537,161,2,1,0,0,1,2,9,80,6,50,5,11,6,16,0,0,1,2,00:32:42,00:27:18,Bengals,outdoors,grass,"77,211","52 degrees, relative humidity 58%, wind 10 mph, wind chill 0",Kansas City Chiefs,-7.5,47,under
01/01/2006,New York Jets,Buffalo Bills,30,26,13:01:00,Giants Stadium ,00:03:07,12,21,27,81,1,30,159,0,11,20,153,0,0,23,37,184,2,4,4,27,2,12,126,172,207,331,0,0,3,0,0,4,6,40,3,30,3,12,8,14,1,1,0,1,00:26:02,00:33:58,Jets,outdoors,fieldturf,"76,822","35 degrees, relative humidity 82%, no wind, wind chill 0",New York Jets,-1.5,37.5,over
01/01/2006,Green Bay Packers,Seattle Seahawks,23,17,13:02:00,Lambeau Field ,00:02:59,21,17,33,68,1,30,98,1,21,37,259,1,1,15,25,174,1,1,3,13,4,27,246,147,314,245,2,2,2,1,3,2,7,50,5,58,11,20,5,13,0,0,0,1,00:35:13,00:24:47,Packers,outdoors,grass,"69,928","34 degrees, relative humidity 78%, wind 7 mph, wind chill 30",Green Bay Packers,-3,40.5,under
01/01/2006,Indianapolis Colts,Arizona Cardinals,17,13,13:02:00,RCA Dome ,00:03:06,15,23,10,11,0,31,129,0,21,32,212,2,1,31,42,297,1,1,2,5,3,13,207,284,218,413,1,0,2,1,1,2,7,50,12,98,2,8,8,17,0,0,1,2,00:23:19,00:36:41,Colts,dome,fieldturf,"57,211",,Indianapolis Colts,-6,43.5,under
01/01/2006,Cleveland Browns,Baltimore Ravens,20,16,13:02:00,Cleveland Browns Stadium ,00:03:26,12,12,23,54,0,32,129,0,22,37,199,1,1,15,36,151,0,2,5,27,2,13,172,138,226,267,4,2,2,1,3,3,9,64,8,64,6,18,4,18,0,1,0,2,00:30:26,00:29:34,Browns,outdoors,grass,"69,871","39 degrees, relative humidity 0%, wind 6 mph, wind chill 0",Baltimore Ravens,-3,37,under
01/01/2006,Tampa Bay Buccaneers,New Orleans Saints,27,13,13:02:00,Raymond James Stadium ,00:03:04,14,18,26,149,0,23,71,0,12,25,143,2,0,25,37,265,1,2,1,7,4,30,136,235,285,306,2,0,1,1,0,3,10,107,7,53,6,14,4,11,0,0,0,2,00:26:15,00:33:45,Saints,outdoors,grass,"65,379","74 degrees, relative humidity 84%, wind 7 mph, wind chill 0",Tampa Bay Buccaneers,-13,37.5,over
01/01/2006,Pittsburgh Steelers,Detroit Lions,35,21,13:02:00,Heinz Field ,00:02:55,20,16,44,199,4,25,105,0,7,16,135,0,2,17,33,212,3,0,1,3,1,9,132,203,331,308,0,0,3,2,2,2,2,15,5,47,4,10,10,17,1,1,0,0,00:32:31,00:27:29,Lions,outdoors,dessograss,"63,794","39 degrees, relative humidity 63%, wind 6 mph",Pittsburgh Steelers,-15.5,35.5,over
01/01/2006,New England Patriots,Miami Dolphins,26,28,13:02:00,Gillette Stadium ,00:03:05,16,25,28,55,0,40,148,1,14,28,205,3,1,22,35,239,1,0,1,1,2,9,204,230,259,378,2,0,0,0,1,0,6,45,9,77,5,14,9,17,3,3,0,0,00:21:54,00:38:06,Patriots,outdoors,grass,"68,756","25 degrees, relative humidity 98%, wind 4 mph, wind chill 0",New England Patriots,-3,37,over
01/01/2006,Atlanta Falcons,Carolina Panthers,11,44,13:05:00,Georgia Dome ,00:03:06,15,23,15,26,0,38,229,2,24,37,225,1,1,16,25,180,2,0,5,40,1,6,185,174,211,403,3,3,0,0,4,0,7,70,6,55,5,12,7,13,0,2,0,0,00:24:52,00:35:08,Panthers,dome,fieldturf,"70,796",,Carolina Panthers,-3.5,42,over
01/01/2006,San Francisco 49ers,Houston Texans,20,17,16:05:00,Monster Park ,00:03:22,19,13,47,182,0,25,88,1,16,29,159,1,1,18,36,196,1,2,3,17,0,0,142,196,324,284,1,0,0,0,1,2,5,32,8,74,7,19,4,15,0,0,0,0,00:44:03,00:27:05,49ers,outdoors,grass,"67,970","56 degrees, relative humidity 75%, wind 28 mph, wind chill 0",Houston Texans,-1,37.5,under
01/01/2006,Jacksonville Jaguars,Tennessee Titans,40,13,16:05:00,Alltel Stadium ,00:03:10,25,15,35,122,3,22,99,0,19,31,234,2,0,21,39,179,2,1,3,21,1,8,213,171,335,270,2,1,2,1,1,2,7,50,18,140,7,14,6,14,0,0,0,3,00:34:11,00:25:49,Jaguars,outdoors,grass,"65,485","69 degrees, relative humidity 78%, wind 7 mph, wind chill 0",Jacksonville Jaguars,-4,38,over
01/01/2006,Minnesota Vikings,Chicago Bears,34,10,16:15:00,Hubert H. Humphrey Metrodome ,00:03:01,22,13,18,149,2,33,154,0,27,40,247,2,0,14,23,121,1,0,0,0,3,24,247,97,396,251,0,0,2,0,0,0,7,45,8,45,5,10,6,16,0,0,2,4,00:26:32,00:33:28,Vikings,dome,fieldturf,"64,023",,Minnesota Vikings,-3,35,over
01/01/2006,Philadelphia Eagles,Washington Redskins,20,31,16:16:00,Lincoln Financial Field ,00:03:10,18,14,25,96,0,36,151,2,21,42,261,2,2,9,25,141,1,1,4,22,1,13,239,128,335,279,6,4,0,0,6,1,5,45,7,60,5,15,4,16,0,0,0,0,00:30:10,00:29:50,Eagles,outdoors,grass,"67,700","43 degrees, relative humidity 60%, wind 5 mph, wind chill 0",Washington Redskins,-7,37,over
01/01/2006,Dallas Cowboys,St. Louis Rams,10,20,20:36:00,Texas Stadium ,00:03:20,15,20,22,57,0,33,106,2,18,39,242,1,2,19,32,158,0,0,5,28,2,11,214,147,271,253,5,2,0,0,4,0,10,78,7,40,6,16,6,16,0,0,0,0,00:26:17,00:33:43,Cowboys,outdoors,fieldturf,"63,131","75 degrees, relative humidity 12%, no wind, wind chill 0",Dallas Cowboys,-12.5,43,under
