game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2020-09-17,2020,2,Browns,Bengals,35,30,FirstEnergy Stadium,65,8,52,outdoors,Cleveland Browns,-6.0,44.5,1,23,30,35,215,3,24,68,0,16,23,219,2,1,37,61,316,3,0,0,0,3,31,219,285,434,353,0,0,2,1,1,1,8,76,4,45,5,8,8,18,1,2,5,5,1581,2019
2020-09-20,2020,2,Jets,49ers,13,31,MetLife Stadium,61,7,29,outdoors,San Francisco 49ers,-7.0,41.5,1,17,17,29,104,0,29,182,2,21,32,179,1,0,22,27,202,2,1,1,6,3,25,173,177,277,359,0,0,2,0,0,1,5,65,5,59,5,14,7,13,0,2,0,0,1667,1933
2020-09-20,2020,2,Buccaneers,Panthers,31,17,Raymond James Stadium,85,17,72,outdoors,Tampa Bay Buccaneers,-7.5,47.0,1,20,24,22,122,3,24,87,2,23,35,217,1,1,33,42,367,0,2,0,0,5,27,217,340,339,427,1,1,3,2,2,4,5,37,9,77,5,11,6,11,0,0,1,2,1528,2072
2020-09-20,2020,2,Steelers,Broncos,26,21,Heinz Field,64,5,39,outdoors,Pittsburgh Steelers,-6.0,41.0,1,19,23,22,109,1,26,104,0,29,41,311,2,1,19,39,276,2,1,1,10,7,61,301,215,410,319,2,1,2,1,2,2,10,89,4,30,2,12,5,15,1,2,0,2,1769,1831
2020-09-20,2020,2,Titans,Jaguars,33,30,Nissan Stadium,72,5,60,outdoors,Tennessee Titans,-7.0,44.5,1,23,30,34,123,0,27,165,1,18,24,239,4,0,30,45,339,3,2,1,8,2,24,231,315,354,480,0,0,2,0,0,2,4,30,8,60,7,11,10,14,0,0,1,1,1598,2002
2020-09-20,2020,2,Eagles,Rams,19,37,Lincoln Financial Field,62,12,34,outdoors,Philadelphia Eagles,-2.0,46.0,1,25,30,26,121,2,39,191,2,26,43,242,0,2,20,27,267,3,0,0,0,1,9,242,258,363,449,1,1,1,1,3,1,5,30,4,24,7,12,7,12,0,1,1,1,1727,1873
2020-09-20,2020,2,Bears,Giants,17,13,Soldier Field,66,12,41,outdoors,Chicago Bears,-4.5,42.5,0,18,22,32,135,0,18,75,1,18,28,190,2,2,25,40,241,0,1,4,21,4,21,169,220,304,295,1,0,1,1,2,2,5,48,3,10,9,16,3,13,1,1,3,3,2069,1531
2020-09-20,2020,2,Packers,Lions,42,21,Lambeau Field,66,12,41,outdoors,Green Bay Packers,-7.0,51.0,1,26,19,35,259,2,21,89,1,18,30,240,2,0,20,33,244,2,1,1,11,4,26,229,218,488,307,0,0,0,0,0,1,8,60,7,70,6,12,6,12,1,1,0,1,2086,1514
2020-09-20,2020,2,Dolphins,Bills,28,31,Hard Rock Stadium,90,5,68,outdoors,Buffalo Bills,-5.5,42.5,1,28,23,22,99,1,23,112,0,31,47,328,2,0,24,35,415,4,0,3,17,1,4,311,411,410,523,1,0,1,1,0,1,3,20,6,55,5,12,5,10,0,1,0,0,1865,1735
2020-09-20,2020,2,Colts,Vikings,28,11,Lucas Oil Stadium,0,0,0,retractable roof (closed),Indianapolis Colts,-3.5,49.0,0,24,12,40,151,1,18,80,1,19,25,214,1,1,11,26,113,0,3,2,11,3,18,203,95,354,175,1,0,0,0,1,3,9,93,6,45,3,11,2,9,1,1,0,0,2305,1295
2020-09-20,2020,2,Cowboys,Falcons,40,39,AT&T Stadium,0,0,0,retractable roof (closed),Dallas Cowboys,-3.0,53.0,1,33,22,31,125,4,34,113,0,34,49,450,1,0,24,37,273,4,0,1,5,1,6,445,267,570,380,4,3,0,0,3,0,7,75,8,51,7,13,8,17,0,2,2,2,1572,2028
2020-09-20,2020,2,Cardinals,Redskins,30,15,State Farm Stadium,0,0,0,retractable roof (closed),Arizona Cardinals,-7.5,46.5,0,22,19,32,160,2,23,117,1,26,38,286,1,1,19,33,223,1,0,3,8,4,24,278,199,438,316,1,0,2,2,1,2,11,97,6,42,7,17,4,12,2,2,1,1,2025,1575
2020-09-20,2020,2,Chargers,Chiefs,20,23,SoFi Stadium,0,0,0,dome,Kansas City Chiefs,-8.5,47.0,0,28,23,44,183,1,22,125,0,22,33,311,1,1,27,47,302,2,0,2,15,1,13,296,289,479,414,1,0,0,0,1,0,6,40,11,90,6,13,7,15,1,2,1,1,2367,1718
2020-09-20,2020,2,Texans,Ravens,16,33,NRG Stadium,0,0,0,retractable roof (closed),Baltimore Ravens,-7.5,49.5,0,18,23,17,51,0,37,230,1,25,36,275,1,1,18,24,204,1,0,4,22,4,27,253,177,304,407,1,1,0,0,2,0,4,22,3,21,3,9,5,14,0,1,2,2,1509,2091
2020-09-20,2020,2,Seahawks,Patriots,35,30,CenturyLink Field,70,5,57,outdoors,Seattle Seahawks,-4.0,45.0,1,22,29,30,154,0,25,67,2,21,28,288,5,1,30,44,397,1,1,2,13,1,0,275,397,429,464,0,0,0,0,1,1,9,68,2,12,3,7,7,12,0,0,1,1,1879,1721
2020-09-21,2020,2,Raiders,Saints,34,24,Allegiant Stadium,0,0,0,dome,New Orleans Saints,-4.0,47.5,1,28,26,35,116,1,19,112,2,28,38,284,3,0,26,38,312,1,1,3,23,0,0,261,312,377,424,2,1,0,0,1,1,3,13,10,129,10,17,7,11,2,2,0,0,2178,1422
