game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
05/01/2008,Seattle Seahawks,Washington Redskins,35,14,16:35:00,Qwest Field ,00:03:18,14,21,21,77,1,29,75,0,20,32,229,1,2,29,50,266,2,2,1,2,3,22,227,244,304,319,1,0,1,0,2,2,3,30,5,39,2,11,4,18,0,0,1,3,00:25:45,00:34:15,Redskins,outdoors,fieldturf,"68,297","42 degrees, relative humidity 79%, wind 13 mph, wind chill 0",Seattle Seahawks,-3.5,38.5,over
05/01/2008,Pittsburgh Steelers,Jacksonville Jaguars,29,31,20:13:00,Heinz Field ,00:03:24,24,14,26,43,2,29,135,2,29,42,337,2,3,9,21,140,1,2,6,40,4,36,297,104,340,239,1,1,0,0,4,2,5,50,6,40,7,14,4,11,1,1,1,1,00:32:59,00:27:01,Steelers,outdoors,dessograss,"63,629","39 degrees, relative humidity 95%, wind 8 mph",Jacksonville Jaguars,-2.5,40,over
06/01/2008,Tampa Bay Buccaneers,New York Giants,14,24,13:03:00,Raymond James Stadium ,00:02:53,20,16,22,69,1,30,100,1,23,39,207,1,2,20,27,185,2,0,1,5,1,8,202,177,271,277,2,1,0,0,3,0,4,25,5,41,9,14,5,12,0,0,0,0,00:26:29,00:33:31,Giants,outdoors,grass,"65,621","70 degrees, relative humidity 65%, wind 5 mph, wind chill 0",Tampa Bay Buccaneers,-3,39.5,under
06/01/2008,San Diego Chargers,Tennessee Titans,17,6,16:30:00,Qualcomm Stadium ,00:03:04,17,15,32,68,1,30,119,0,19,30,292,1,1,16,29,138,0,1,1,10,3,9,282,129,350,248,1,0,1,1,1,2,5,53,6,38,8,15,9,16,1,1,0,0,00:32:19,00:27:41,Titans,outdoors,grass,"65,640","57 degrees, relative humidity 82%, wind 8 mph, wind chill 0",San Diego Chargers,-10,39,under
