game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
12/01/2008,Green Bay Packers,Seattle Seahawks,42,20,16:33:00,Lambeau Field ,00:02:58,25,15,35,235,3,18,28,1,18,23,173,3,0,19,33,194,1,0,1,0,2,22,173,172,408,200,2,2,2,1,2,1,5,47,4,28,7,10,3,11,0,0,0,1,00:34:00,00:26:00,Packers,outdoors,grass,"72,168","31 degrees, relative humidity 81%, wind 4 mph, wind chill 0",Green Bay Packers,-7.5,44,over
12/01/2008,New England Patriots,Jacksonville Jaguars,31,20,20:15:00,Gillette Stadium ,00:02:48,24,22,29,145,1,22,80,0,26,28,262,3,0,22,33,278,2,1,1,4,1,8,258,270,403,350,0,0,2,1,0,2,6,74,5,42,6,10,4,10,1,1,2,3,00:32:42,00:27:18,Jaguars,outdoors,fieldturf,"68,756","37 degrees, relative humidity 64%, wind 5 mph, wind chill 0",New England Patriots,-13.5,51.5,under
13/01/2008,Indianapolis Colts,San Diego Chargers,24,28,13:06:00,RCA Dome ,00:03:12,29,20,18,44,0,30,99,1,33,48,402,3,2,17,23,312,3,1,0,0,0,0,402,312,446,411,1,1,1,0,3,1,5,54,10,79,3,11,6,10,2,4,0,0,00:30:21,00:29:39,Colts,dome,fieldturf,"56,950",,Indianapolis Colts,-11,47,over
13/01/2008,Dallas Cowboys,New York Giants,17,21,16:45:00,Texas Stadium ,00:03:05,23,16,33,154,1,23,90,1,18,36,201,1,1,12,18,163,2,0,2,19,3,23,182,140,336,230,2,0,0,0,1,0,11,84,3,28,10,16,4,9,0,1,0,0,00:36:30,00:23:30,Giants,outdoors,fieldturf,"63,660","59 degrees, relative humidity 30%, no wind, wind chill 0",Dallas Cowboys,-7,47.5,under
