game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
14/10/2007,Kansas City Chiefs,Cincinnati Bengals,27,20,13:00:00,Arrowhead Stadium ,00:03:22,20,22,34,121,1,18,78,0,25,35,264,2,0,26,43,320,2,2,5,31,4,25,233,295,354,373,2,2,1,1,2,3,9,55,6,59,7,16,1,11,0,0,0,1,00:35:10,00:24:50,Chiefs,outdoors,grass,"76,846","68 degrees, relative humidity 56%, wind 12 mph, wind chill 0",Cincinnati Bengals,-2.5,44,over
14/10/2007,New York Jets,Philadelphia Eagles,9,16,13:02:00,Giants Stadium ,00:02:48,15,20,32,158,0,28,151,0,11,21,128,0,1,22,35,278,1,1,3,19,3,16,109,262,267,413,0,0,0,0,1,1,0,0,2,14,5,14,9,16,0,1,0,0,00:28:04,00:31:56,Jets,outdoors,fieldturf,"77,189","62 degrees, relative humidity 45%, wind 12 mph, wind chill 0",Philadelphia Eagles,-4.5,43.5,under
14/10/2007,Baltimore Ravens,St. Louis Rams,22,3,13:02:00,M&T Bank Stadium ,00:03:03,14,14,31,77,1,27,67,0,18,30,184,0,1,19,36,208,0,5,2,13,4,11,171,197,248,264,2,1,1,1,2,6,6,40,7,63,5,15,5,14,0,0,1,3,00:30:53,00:29:07,Ravens,outdoors,sportturf,"71,175","68 degrees, relative humidity 40%, wind 8 mph, wind chill 0",Baltimore Ravens,-9,36.5,under
14/10/2007,Chicago Bears,Minnesota Vikings,31,34,13:02:00,Soldier Field ,00:03:16,20,16,24,83,0,43,311,3,26,45,381,3,2,9,23,136,1,0,1,6,1,3,375,133,458,444,2,2,1,0,4,0,4,28,2,10,6,15,5,16,0,1,0,0,00:28:41,00:31:19,Bears,outdoors,grass,"62,174","55 degrees, relative humidity 76%, wind 5 mph, wind chill 0",Chicago Bears,-4.5,35.5,over
14/10/2007,Green Bay Packers,Washington Redskins,17,14,13:02:00,Lambeau Field ,00:03:12,13,18,20,56,1,29,94,1,19,37,188,0,2,21,37,217,1,1,2,19,3,7,169,210,225,304,4,0,4,2,2,3,4,35,7,53,3,13,3,14,0,0,0,2,00:27:12,00:32:48,Packers,outdoors,grass,"70,761","46 degrees, relative humidity 79%, wind 7 mph, wind chill 0",Green Bay Packers,-3,40.5,under
14/10/2007,Jacksonville Jaguars,Houston Texans,37,17,13:03:00,Jacksonville Municipal Stadium ,00:03:16,25,23,26,244,2,24,61,0,22,34,221,2,0,30,43,341,1,1,1,8,2,12,213,329,457,390,3,3,2,2,3,3,3,28,8,58,5,10,2,10,2,2,2,2,00:29:20,00:30:40,Texans,outdoors,grass,"63,715","81 degrees, relative humidity 58%, wind 14 mph, wind chill 0",Jacksonville Jaguars,-7,37.5,over
14/10/2007,Tampa Bay Buccaneers,Tennessee Titans,13,10,13:03:00,Raymond James Stadium ,00:03:03,13,20,15,30,0,33,96,1,20,31,274,1,0,21,34,245,0,1,0,0,3,24,274,221,304,317,1,1,2,2,1,3,4,25,8,49,4,11,9,16,0,0,0,0,00:22:23,00:37:37,Buccaneers,outdoors,grass,"65,347","81 degrees, relative humidity 62%, wind 10 mph, wind chill 0",Tampa Bay Buccaneers,-2.5,37,under
14/10/2007,Cleveland Browns,Miami Dolphins,41,31,13:03:00,Cleveland Browns Stadium ,00:03:08,24,24,35,140,2,23,110,2,18,25,245,3,0,24,43,256,2,2,1,1,2,10,244,246,384,356,2,1,0,0,1,2,5,32,8,90,8,12,7,14,0,0,2,2,00:30:22,00:29:38,Browns,outdoors,grass,"73,198","58 degrees, relative humidity 0%, no wind, wind chill 0",Cleveland Browns,-4,45,over
14/10/2007,Arizona Cardinals,Carolina Panthers,10,25,16:05:00,University of Phoenix Stadium ,00:03:21,10,14,25,96,1,30,181,1,14,26,180,0,3,20,33,206,1,0,2,21,2,13,159,193,255,374,4,2,0,0,5,0,11,101,9,65,5,13,6,18,0,0,0,0,00:28:53,00:31:07,Cardinals,retractable roof (closed),grass,"64,403",,Arizona Cardinals,-6,38.5,under
14/10/2007,San Diego Chargers,Oakland Raiders,28,14,16:15:00,Qualcomm Stadium ,00:02:56,18,18,32,206,4,24,43,0,14,21,156,0,1,24,37,229,1,2,0,0,5,27,156,202,362,245,0,0,2,1,1,3,6,40,8,68,6,12,5,14,0,0,2,3,00:28:48,00:31:12,Chargers,outdoors,grass,"67,523","73 degrees, relative humidity 74%, wind 8 mph, wind chill 0",San Diego Chargers,-9.5,44,under
14/10/2007,Dallas Cowboys,New England Patriots,27,48,16:17:00,Texas Stadium ,00:03:31,13,28,16,99,0,29,75,1,18,29,199,2,1,31,46,388,5,0,2,13,3,15,186,373,285,448,1,0,3,1,1,1,12,100,5,50,4,11,11,17,0,0,2,2,00:21:45,00:38:15,Cowboys,outdoors,fieldturf,"63,984","85 degrees, relative humidity 48%, no wind, wind chill 0",New England Patriots,-5,53,over
14/10/2007,Seattle Seahawks,New Orleans Saints,17,28,20:23:00,Qwest Field ,00:03:04,25,22,21,92,0,33,121,1,26,43,362,2,1,25,36,246,2,0,5,29,0,0,333,246,425,367,1,1,2,1,2,1,3,11,5,37,4,12,7,14,0,3,1,1,00:27:16,00:32:44,Seahawks,outdoors,fieldturf,"68,296","68 degrees, relative humidity 47%, wind 4 mph, wind chill 0",Seattle Seahawks,-6.5,43,over
15/10/2007,Atlanta Falcons,New York Giants,10,31,20:40:00,Georgia Dome ,00:03:07,14,28,15,103,1,35,188,2,18,39,209,0,1,27,39,303,2,2,4,28,1,0,181,303,284,491,0,0,1,1,1,3,3,31,6,45,3,13,6,14,0,1,1,1,00:20:22,00:39:38,Falcons,dome,fieldturf,"69,828",,New York Giants,-5.5,44,under
