game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2012-10-11,2012,6,Titans,Steelers,26,23,Nissan Stadium,64,2,52,outdoors,Pittsburgh Steelers,-6.5,43.0,1,21,19,22,94,1,22,56,1,25,44,290,1,1,24,40,363,1,1,3,25,1,7,265,356,359,412,2,0,0,0,1,1,5,45,4,50,9,16,7,15,0,0,0,0,1803,1797
2012-10-14,2012,6,Dolphins,Rams,17,14,Sun Life Stadium,84,20,72,outdoors,Miami Dolphins,-5,38.0,0,12,22,17,36,0,27,162,1,21,29,185,2,0,26,39,315,0,0,3,29,3,15,156,300,192,462,1,0,3,1,0,1,5,40,12,94,4,12,3,13,1,1,2,2,1597,2003
2012-10-14,2012,6,Buccaneers,Chiefs,38,10,Raymond James Stadium,85,9,55,outdoors,Tampa Bay Buccaneers,-5,39.5,1,19,15,24,145,1,30,80,0,15,26,328,3,1,22,38,180,0,2,1,10,0,0,318,180,463,260,2,1,0,0,2,2,6,33,7,55,4,9,6,17,0,0,1,3,1609,1991
2012-10-14,2012,6,Falcons,Raiders,23,20,Georgia Dome,0,0,0,dome,Atlanta Falcons,-10,49.0,0,16,22,15,45,0,32,149,1,24,37,249,1,3,23,33,353,1,1,1,8,3,28,241,325,286,474,0,0,2,2,3,3,2,25,12,110,2,9,5,13,0,0,0,0,1414,2186
2012-10-14,2012,6,Ravens,Cowboys,31,29,M&T Bank Stadium,69,11,45,outdoors,Baltimore Ravens,-3,45.0,1,19,30,22,86,2,42,227,1,17,26,234,1,0,25,36,261,2,1,1,4,1,7,230,254,316,481,0,0,0,0,0,1,10,76,13,82,6,10,8,15,0,0,2,2,1197,2403
2012-10-14,2012,6,Jets,Colts,35,9,MetLife Stadium,65,14,55,outdoors,New York Jets,-3,44.0,0,22,21,44,252,3,17,41,0,12,19,105,2,0,22,44,280,0,2,1,6,4,23,99,257,351,298,0,0,2,2,0,4,8,110,3,27,6,12,3,11,1,1,0,0,2020,1580
2012-10-14,2012,6,Browns,Bengals,34,24,FirstEnergy Stadium,70,19,65,outdoors,Cincinnati Bengals,-2,42.0,1,16,20,34,110,1,20,76,0,17,29,231,2,1,31,46,381,3,3,2,13,2,19,218,362,328,438,2,0,2,1,1,4,5,35,7,50,7,17,5,14,0,0,0,0,1797,1803
2012-10-14,2012,6,Eagles,Lions,23,26,Lincoln Financial Field,66,15,58,outdoors,Philadelphia Eagles,-3.5,47.5,1,24,25,29,71,0,28,138,1,28,46,311,2,2,22,45,311,1,1,3,25,0,0,286,311,357,449,2,1,1,0,3,1,9,60,16,132,8,17,3,13,0,0,0,0,1999,1841
2012-10-14,2012,6,Seahawks,Patriots,24,23,CenturyLink Field,63,9,80,outdoors,New England Patriots,-4,42.5,1,17,26,26,85,0,26,87,0,16,27,293,3,0,36,58,395,2,2,2,10,1,7,283,388,368,475,3,2,0,0,2,2,4,35,6,80,4,12,8,18,1,2,0,1,1560,2040
2012-10-14,2012,6,Cardinals,Bills,16,19,State Farm Stadium,0,0,0,retractable roof (closed),Arizona Cardinals,-5,44.0,0,20,19,30,182,0,33,165,2,16,36,173,1,2,18,33,153,0,1,5,23,2,12,150,141,332,306,0,0,1,1,2,2,7,67,5,39,5,16,4,13,2,2,0,0,1948,1882
2012-10-14,2012,6,49ers,Giants,3,26,"Candlestick Park, San Francisco",61,7,80,outdoors,San Francisco 49ers,-7,46.5,0,14,19,17,80,0,37,149,1,23,37,282,0,3,15,28,193,1,0,6,48,0,0,234,193,314,342,1,0,0,0,3,0,6,35,2,20,4,14,5,15,0,2,0,0,1665,1935
2012-10-14,2012,6,Redskins,Vikings,38,26,FedExField,74,14,40,outdoors,Minnesota Vikings,-2,44.0,1,20,27,32,183,3,24,94,0,17,22,182,1,1,35,52,352,2,2,1,4,4,25,178,327,361,421,1,0,2,1,1,3,7,66,5,29,6,12,8,17,1,1,1,1,1708,1892
2012-10-14,2012,6,Texans,Packers,24,42,Reliant Stadium,0,0,0,retractable roof (closed),Houston Texans,-4,46.5,1,23,25,28,90,2,31,99,0,22,38,255,0,3,24,37,338,6,0,3,24,2,10,231,328,321,427,1,0,0,0,3,0,7,69,4,51,5,12,5,14,0,0,0,1,1921,1679
2012-10-15,2012,6,Chargers,Broncos,24,35,Qualcomm Stadium,78,7,50,outdoors,Pi,k,47.5,1,23,18,27,90,0,22,56,0,25,41,241,2,4,24,30,309,3,1,4,24,0,0,217,309,307,365,4,2,2,2,6,3,9,64,10,81,6,15,2,8,0,1,0,0,2015,1585
