game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
18/09/2011,Tennessee Titans,Baltimore Ravens,26,13,13:02:00,LP Field ,00:03:00,21,15,29,74,1,17,45,0,30,42,358,1,1,15,32,197,1,2,0,0,3,13,358,184,432,229,0,0,2,1,1,3,6,70,7,44,7,17,3,10,2,2,0,0,00:35:52,00:24:08,Titans (deferred),outdoors,grass ,"69,143","76 degrees, relative humidity 54%, wind 11 mph, wind chill 0",Baltimore Ravens,-6,39,push
18/09/2011,Carolina Panthers,Green Bay Packers,23,30,13:02:00,Bank of America Stadium ,00:03:11,26,16,21,71,1,21,124,1,28,46,432,1,3,19,30,308,2,0,4,28,1,13,404,295,475,419,1,1,1,1,4,1,6,50,7,57,6,13,5,12,0,1,0,1,00:32:34,00:27:26,Packers (deferred),outdoors,grass ,"73,167","64 degrees, relative humidity 67%, wind 11 mph, wind chill 0",Green Bay Packers,-11,45,over
18/09/2011,Indianapolis Colts,Cleveland Browns,19,27,13:02:00,Lucas Oil Stadium ,00:03:10,19,18,26,109,0,34,106,2,19,38,191,1,1,22,32,211,1,0,2,15,1,14,176,197,285,303,1,1,4,1,2,1,4,21,3,49,4,14,8,16,0,0,1,1,00:25:26,00:34:34,Colts,retractable roof (closed),fieldturf ,"65,035",,Cleveland Browns,-1.5,39,over
18/09/2011,New Orleans Saints,Chicago Bears,30,13,13:02:00,Mercedes-Benz Superdome ,00:03:12,16,18,29,118,0,12,60,0,26,37,270,3,0,19,45,244,1,0,1,6,6,58,264,186,382,246,1,1,3,1,1,1,7,41,6,47,8,17,2,12,1,1,0,1,00:36:14,00:23:46,Bears,dome,sportturf,"73,019",,New Orleans Saints,-5,46.5,under
18/09/2011,New York Jets,Jacksonville Jaguars,32,3,13:02:00,MetLife Stadium ,00:02:56,15,11,32,101,1,27,112,0,17,24,182,2,2,11,25,111,0,4,1,0,2,20,182,91,283,203,0,0,0,0,2,4,7,60,4,50,3,12,3,12,0,0,0,1,00:33:23,00:26:37,Jets,outdoors,fieldturf,"78,834","66 degrees, relative humidity 71%, wind 12 mph, wind chill 0",New York Jets,-9,38.5,under
18/09/2011,Detroit Lions,Kansas City Chiefs,48,3,13:02:00,Ford Field ,00:03:01,23,12,30,89,2,29,151,0,24,40,322,4,1,15,23,133,0,3,0,0,2,17,322,116,411,267,1,0,3,3,1,6,4,35,8,70,5,15,2,11,2,2,0,0,00:32:24,00:27:36,Chiefs (deferred),dome,fieldturf ,"60,040",,Detroit Lions,-9,45,over
18/09/2011,Pittsburgh Steelers,Seattle Seahawks,24,0,13:02:00,Heinz Field ,00:02:44,23,8,35,124,2,13,31,0,23,31,313,1,0,20,29,159,0,0,2,16,5,26,297,133,421,164,0,0,0,0,0,0,4,48,6,66,8,15,2,12,0,1,1,2,00:38:44,00:21:16,Steelers,outdoors,grass ,"63,663","63 degrees, relative humidity 59%, wind 12 mph",Pittsburgh Steelers,-14,40,under
18/09/2011,Buffalo Bills,Oakland Raiders,38,35,13:03:00,Ralph Wilson Stadium ,00:03:29,34,26,24,223,2,30,131,3,28,46,264,3,1,23,33,323,2,1,1,6,0,0,258,323,481,454,0,0,1,1,1,2,3,26,8,85,4,11,8,12,2,2,1,1,00:30:47,00:29:13,Bills (deferred),outdoors,a_turf,"68,191","65 degrees, relative humidity 47%, wind 5 mph, wind chill 0",Buffalo Bills,-4,41,over
18/09/2011,Washington Redskins,Arizona Cardinals,22,21,13:03:00,FedExField ,00:03:13,28,16,35,172,0,15,93,1,25,43,291,2,2,17,30,251,2,1,1,8,3,20,283,231,455,324,0,0,3,1,2,2,3,15,10,97,6,17,3,9,1,1,0,0,00:38:30,00:21:30,Redskins,outdoors,grass ,"76,330","66 degrees, relative humidity 71%, wind 7 mph, wind chill 0",Washington Redskins,-4.5,45,under
18/09/2011,Minnesota Vikings,Tampa Bay Buccaneers,20,24,13:05:00,Mall of America Field ,00:02:50,25,19,33,186,2,19,105,2,18,30,228,0,0,22,31,243,1,1,2,16,2,13,212,230,398,335,2,1,0,0,1,1,8,65,6,53,5,11,7,12,0,0,0,0,00:33:30,00:26:30,Buccaneers,dome,sportturf,"62,461",,Minnesota Vikings,-1,41,over
