game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
10/11/2011,San Diego Chargers,Oakland Raiders,17,24,20:29:00,Qualcomm Stadium ,00:03:15,20,20,15,75,0,41,191,1,23,47,274,2,1,14,21,299,2,1,6,35,1,1,239,298,314,489,2,1,1,1,2,2,6,31,7,45,5,16,4,10,1,1,0,1,00:27:23,00:32:37,Chargers (deferred),outdoors,grass ,"68,109","69 degrees, relative humidity 27%, wind 5 mph, wind chill 0",San Diego Chargers,-7,48,under
13/11/2011,Tampa Bay Buccaneers,Houston Texans,9,37,13:02:00,Raymond James Stadium ,00:03:06,12,21,18,90,0,44,185,3,15,35,170,1,3,11,15,242,2,0,4,29,1,7,141,235,231,420,2,1,0,0,4,0,6,49,8,54,3,13,3,10,0,1,0,1,00:24:54,00:35:06,Texans,outdoors,grass ,"56,037","77 degrees, relative humidity 47%, wind 9 mph, wind chill 0",Houston Texans,-4,45.5,over
13/11/2011,Indianapolis Colts,Jacksonville Jaguars,3,17,13:02:00,Lucas Oil Stadium ,00:02:44,17,18,23,84,0,41,141,1,20,29,161,0,2,14,21,118,1,1,5,33,2,8,128,110,212,251,2,1,0,0,3,1,6,40,5,55,4,15,6,15,0,1,0,0,00:24:39,00:35:21,Colts,retractable roof (closed),fieldturf ,"64,619",,Jacksonville Jaguars,-3,37.5,under
13/11/2011,Philadelphia Eagles,Arizona Cardinals,17,21,13:02:00,Lincoln Financial Field ,00:03:21,15,23,24,166,1,29,88,0,16,34,128,0,2,21,40,315,3,2,2,5,4,33,123,282,289,370,1,0,0,0,2,2,11,97,7,66,3,15,6,16,0,1,1,1,00:28:18,00:31:42,Cardinals,outdoors,grass ,"69,144","60 degrees, relative humidity 40%, wind 15 mph, wind chill 0",Philadelphia Eagles,-13,47.5,under
13/11/2011,Dallas Cowboys,Buffalo Bills,44,7,13:02:00,Cowboys Stadium ,00:02:52,24,20,35,163,1,17,135,0,23,26,270,3,0,20,31,146,1,3,0,0,1,10,270,136,433,271,1,0,1,1,0,4,8,74,3,12,8,12,2,7,0,0,0,1,00:34:32,00:25:28,Cowboys,retractable roof (closed),matrixturf,"85,157",,Dallas Cowboys,-4.5,49,over
13/11/2011,Cincinnati Bengals,Pittsburgh Steelers,17,24,13:02:00,Paul Brown Stadium ,00:02:58,14,24,26,109,0,30,105,2,15,30,170,2,2,21,33,245,1,1,0,0,5,22,170,223,279,328,0,0,0,0,2,1,4,35,4,31,4,11,5,12,0,0,0,0,00:26:07,00:33:53,Steelers (deferred),outdoors,fieldturf ,"63,262","62 degrees, relative humidity 60%, wind 23 mph, wind chill 0",Pittsburgh Steelers,-4,40.5,over
13/11/2011,Kansas City Chiefs,Denver Broncos,10,17,13:03:00,Arrowhead Stadium ,00:03:03,17,16,24,134,0,55,244,1,18,34,140,1,0,2,8,69,1,0,4,16,0,0,124,69,258,313,1,0,0,0,0,0,4,40,8,65,2,11,5,14,0,2,0,0,00:26:22,00:33:38,Broncos (deferred),outdoors,grass ,"72,908","67 degrees, relative humidity 23%, wind 15 mph, wind chill 0",Kansas City Chiefs,-3.5,42.5,under
13/11/2011,Cleveland Browns,St. Louis Rams,12,13,13:03:00,Cleveland Browns Stadium ,00:03:00,16,17,30,126,0,32,133,0,20,27,218,0,0,15,25,155,1,1,2,9,1,7,209,148,335,281,2,1,1,1,1,2,6,60,7,55,5,14,4,12,0,0,0,0,00:32:27,00:27:33,Rams (deferred),outdoors,grass ,"64,900","60 degrees, relative humidity 0%, wind 40 mph, wind chill 0",Cleveland Browns,-3,36.5,under
13/11/2011,Miami Dolphins,Washington Redskins,20,9,13:03:00,Sun Life Stadium ,00:02:52,20,16,33,103,2,16,61,0,20,29,209,0,1,21,32,215,0,2,2,9,3,30,200,185,303,246,3,1,0,0,2,2,6,55,6,51,8,14,5,13,0,1,0,0,00:33:33,00:26:27,Dolphins (deferred),outdoors,grass ,"57,007","79 degrees, relative humidity 58%, wind 19 mph, wind chill 0",Miami Dolphins,-4,38,under
13/11/2011,Atlanta Falcons,New Orleans Saints,23,26,13:03:00,Georgia Dome ,00:03:27,30,18,32,138,0,16,41,0,29,52,351,2,1,30,43,322,2,0,1,8,0,0,343,322,481,363,2,0,0,0,1,0,10,85,8,79,5,16,4,13,2,3,0,0,00:36:32,00:30:03,Falcons,dome,fieldturf ,"70,359",,Atlanta Falcons,-1,50,under
