game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
03/01/2015,Carolina Panthers,Arizona Cardinals,27,16,16:20:00,Bank of America Stadium ,00:03:32,25,8,41,188,1,15,27,1,18,32,198,2,1,16,28,82,1,2,1,0,4,31,198,51,386,78,3,2,3,1,3,3,8,80,7,38,5,15,3,12,0,2,0,0,00:37:06,00:22:54,Cardinals,outdoors,grass ,"71,849","51 degrees, relative humidity 82%, wind 6 mph, wind chill 0",Carolina Panthers,-6.5,37.5,over
03/01/2015,Pittsburgh Steelers,Baltimore Ravens,17,30,20:15:00,Heinz Field ,00:03:10,22,19,19,68,0,25,53,1,33,48,356,1,2,18,29,259,2,0,5,37,1,13,319,246,387,299,2,1,2,1,3,1,8,114,2,14,5,16,4,11,2,3,1,1,00:35:17,00:24:43,Steelers,outdoors,grass ,"62,780","48 degrees, relative humidity 80%, wind 10 mph",Pittsburgh Steelers,-3,45,over
04/01/2015,Indianapolis Colts,Cincinnati Bengals,26,10,13:05:00,Lucas Oil Stadium ,00:03:06,22,14,25,114,1,21,110,1,31,44,376,1,0,18,35,155,0,0,1,8,3,11,368,144,482,254,2,1,1,1,1,1,9,66,6,45,6,14,6,15,0,0,0,0,00:34:10,00:25:50,Colts,retractable roof (closed),fieldturf ,"63,385",,Indianapolis Colts,-3,48,under
04/01/2015,Dallas Cowboys,Detroit Lions,24,20,16:41:00,AT&T Stadium ,00:03:06,18,19,21,73,1,22,90,1,19,31,293,2,0,28,42,323,1,1,6,51,3,16,242,307,315,397,3,1,4,2,1,3,6,46,8,44,6,14,4,11,2,2,0,1,00:30:27,00:29:33,Cowboys,retractable roof (closed),matrixturf,"91,410",,Dallas Cowboys,-6.5,48.5,under
