game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,handicap,points_line,points_line_result,is_divisional_game,is_dome_game,home_previous_game,away_previous_game,away_distance_travelled,home_score_margin_rank,away_score_margin_rank,home_pass_yards_margin_rank,away_pass_yards_margin_rank,home_pass_yards_margin_reverse_rank,away_pass_yards_margin_reverse_rank,home_rush_yards_margin_rank,away_rush_yards_margin_rank,home_rush_yards_margin_reverse_rank,away_rush_yards_margin_reverse_rank,home_turnovers_margin_rank,away_turnovers_margin_rank,home_turnovers_margin_reverse_rank,away_turnovers_margin_reverse_rank,home_sacks_allowed_margin_rank,away_sacks_allowed_margin_rank,home_sacks_allowed_margin_reverse_rank,away_sacks_allowed_margin_reverse_rank,home_penallity_yards_margin_rank,away_penallity_yards_margin_rank,home_penallity_yards_margin_reverse_rank,away_penallity_yards_margin_reverse_rank,home_third_downs_converted_margin_rank,away_third_downs_converted_margin_rank,home_third_downs_converted_margin_reverse_rank,away_third_downs_converted_margin_reverse_rank,home_fourth_downs_converted_margin_rank,away_fourth_downs_converted_margin_rank,home_fourth_downs_converted_margin_reverse_rank,away_fourth_downs_converted_margin_reverse_rank,home_time_possession_margin_rank,away_time_possession_margin_rank,home_time_possession_margin_reverse_rank,away_time_possession_margin_reverse_rank,home_team_win
2016-10-27,2016,8,Titans,Jaguars,36,22,Nissan Stadium,71,3,78,outdoors,-3.0,43.5,1,1,0,2,2,498,0.018,0.011,0.014,0.035,0.037,0.03,0.031,0.021,0.027,0.035,0.043,0.049,0.019,0.018,0.048,0.03,0.032,0.018,0.022,0.033,0.049,0.025,0.036,0.031,0.023,0.034,0.035,0.027,0.032,0.021,0.022,0.013,0.022,0.033,1
2016-10-30,2016,8,Bengals,Redskins,27,27,Wembley Stadium,54,2,90,outdoors,-3.0,49.0,1,0,0,0,0,411,0.029,0.028,0.034,0.032,0.028,0.023,0.022,0.027,0.018,0.034,0.017,0.03,0.029,0.029,0.032,0.025,0.027,0.053,0.021,0.019,0.036,0.036,0.023,0.028,0.036,0.037,0.016,0.021,0.029,0.028,0.023,0.033,0.028,0.029,2
2016-10-30,2016,8,Panthers,Cardinals,30,20,Bank of America Stadium,85,5,53,outdoors,-2.5,45.5,1,0,0,1,0,1788,0.054,0.041,0.032,0.041,0.028,0.024,0.059,0.051,0.011,0.016,0.03,0.043,0.047,0.051,0.025,0.03,0.05,0.038,0.033,0.02,0.026,0.048,0.039,0.026,0.027,0.035,0.029,0.021,0.043,0.036,0.051,0.038,0.017,0.02,1
2016-10-30,2016,8,Browns,Jets,28,31,FirstEnergy Stadium,53,15,91,outdoors,-2.5,45.5,1,0,0,0,0,399,0.006,0.027,0.025,0.019,0.035,0.033,0.022,0.044,0.039,0.026,0.036,0.039,0.014,0.025,0.066,0.037,0.021,0.03,0.037,0.028,0.036,0.018,0.031,0.03,0.022,0.027,0.032,0.033,0.018,0.031,0.022,0.035,0.037,0.03,0
2016-10-30,2016,8,Buccaneers,Raiders,24,30,Raymond James Stadium,86,15,54,outdoors,-1.0,48.0,1,0,0,0,0,2381,0.029,0.021,0.025,0.02,0.028,0.027,0.03,0.024,0.023,0.037,0.04,0.016,0.037,0.039,0.019,0.023,0.026,0.028,0.034,0.048,0.02,0.027,0.034,0.044,0.027,0.027,0.032,0.028,0.026,0.038,0.032,0.041,0.028,0.029,0
2016-10-30,2016,8,Bills,Patriots,25,41,New Era Field,49,9,92,outdoors,-5.5,48.0,1,1,0,0,0,386,0.049,0.068,0.018,0.053,0.052,0.028,0.064,0.03,0.029,0.021,0.026,0.019,0.036,0.034,0.039,0.023,0.024,0.033,0.046,0.028,0.021,0.034,0.028,0.037,0.024,0.041,0.036,0.039,0.036,0.045,0.032,0.035,0.052,0.034,0
2016-10-30,2016,8,Colts,Chiefs,14,30,Lucas Oil Stadium,0,0,0,retractable roof (closed),-3.0,50.5,0,0,1,0,0,447,0.021,0.049,0.021,0.031,0.031,0.034,0.018,0.027,0.046,0.035,0.037,0.02,0.023,0.058,0.038,0.029,0.024,0.027,0.021,0.036,0.044,0.03,0.047,0.026,0.029,0.032,0.032,0.021,0.019,0.048,0.034,0.042,0.024,0.023,0
2016-10-30,2016,8,Saints,Seahawks,25,20,Mercedes-Benz Superdome,0,0,0,dome,-1.0,50.0,0,0,1,0,0,2098,0.02,0.051,0.045,0.037,0.023,0.019,0.026,0.054,0.039,0.013,0.027,0.033,0.029,0.039,0.02,0.038,0.028,0.032,0.045,0.035,0.02,0.02,0.05,0.027,0.018,0.032,0.031,0.03,0.018,0.035,0.044,0.033,0.029,0.027,1
2016-10-30,2016,8,Texans,Lions,20,13,NRG Stadium,0,0,0,retractable roof (closed),-1.0,46.5,0,0,1,2,0,1112,0.022,0.018,0.034,0.035,0.025,0.028,0.028,0.012,0.027,0.043,0.031,0.036,0.026,0.026,0.023,0.03,0.029,0.023,0.031,0.03,0.048,0.031,0.046,0.026,0.016,0.028,0.037,0.028,0.024,0.018,0.044,0.033,0.025,0.026,1
2016-10-30,2016,8,Broncos,Chargers,27,19,Empower Field at Mile High,76,6,19,outdoors,-3.5,43.0,1,1,0,2,0,825,0.045,0.018,0.043,0.049,0.019,0.025,0.027,0.02,0.037,0.047,0.025,0.029,0.043,0.022,0.027,0.029,0.043,0.018,0.046,0.028,0.037,0.029,0.048,0.032,0.039,0.018,0.019,0.02,0.037,0.028,0.033,0.033,0.035,0.022,1
