game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2010-10-17,2010,6,Rams,Chargers,20,17,The Dome at America's Center,0,0,0,dome,San Diego Chargers,-8.5,45.0,0,20,22,35,117,1,17,79,1,18,31,198,1,0,22,37,249,1,1,3,15,7,41,183,208,300,287,1,0,0,0,0,1,6,35,6,31,7,17,4,12,0,0,0,0,2003,1597
2010-10-17,2010,6,Packers,Dolphins,20,23,Lambeau Field,57,11,45,outdoors,Green Bay Packers,-3.0,44.0,0,16,26,21,76,1,39,150,0,18,33,313,1,1,23,39,231,2,1,5,30,0,0,283,231,359,381,1,0,0,0,1,1,7,45,4,30,3,13,6,14,2,2,0,1,1683,2276
2010-10-17,2010,6,Steelers,Browns,28,10,Heinz Field,61,13,48,outdoors,Pittsburgh Steelers,-14.0,37.5,1,22,17,35,121,1,21,69,0,16,27,257,3,1,23,33,281,1,2,0,0,6,23,257,258,378,327,1,0,2,1,1,3,4,25,3,41,7,14,6,13,0,0,0,0,1916,1684
2010-10-17,2010,6,Buccaneers,Saints,6,31,Raymond James Stadium,81,9,48,outdoors,New Orleans Saints,-5.5,44.0,0,21,27,18,42,0,32,212,1,27,47,236,1,0,21,32,263,3,1,1,1,0,0,235,263,277,475,3,1,2,0,1,1,5,30,9,80,6,15,9,12,2,3,0,0,1711,1889
2010-10-17,2010,6,Patriots,Ravens,23,20,Gillette Stadium,57,14,0,outdoors,New England Patriots,-3.0,44.5,0,23,21,26,127,1,34,99,0,27,44,292,1,2,27,35,285,2,0,3,25,3,7,267,278,394,377,0,0,1,0,2,0,9,78,8,67,4,14,5,16,0,1,0,0,1970,2414
2010-10-17,2010,6,Eagles,Falcons,31,17,Lincoln Financial Field,66,12,45,outdoors,Philadelphia Eagles,-1.5,43.0,1,23,20,38,154,1,19,65,0,23,29,326,3,1,23,42,250,2,1,1,6,3,22,320,228,474,293,0,0,1,1,1,2,9,78,2,30,7,14,4,14,1,1,1,1,2043,1557
2010-10-17,2010,6,Bears,Seahawks,20,23,Soldier Field,61,9,49,outdoors,Chicago Bears,-6.0,38.0,1,15,20,14,61,1,31,111,2,17,39,290,0,0,25,40,242,1,0,6,44,0,0,246,242,307,353,1,0,1,0,0,0,2,18,5,83,0,12,7,18,1,1,0,0,1537,2063
2010-10-17,2010,6,Giants,Lions,28,20,MetLife Stadium,63,9,44,outdoors,New York Giants,-10.0,45.5,1,24,16,30,167,2,21,64,0,20,30,177,2,0,28,49,313,2,1,2,10,2,11,167,302,334,366,1,1,5,2,1,3,2,15,11,91,5,13,9,20,0,1,2,2,1962,1638
2010-10-17,2010,6,Texans,Chiefs,35,31,Reliant Stadium,0,0,0,retractable roof (open),Houston Texans,-4.5,46.0,1,23,25,22,132,3,38,228,1,25,33,305,2,0,20,29,201,3,0,2,16,1,12,289,189,421,417,0,0,0,0,0,0,5,53,5,35,5,10,9,16,1,1,1,1,1592,2008
2010-10-17,2010,6,Broncos,Jets,20,24,Invesco Field at Mile High,73,4,13,outdoors,New York Jets,-3.5,43.0,1,21,17,37,145,1,30,129,2,14,34,209,1,0,17,30,198,1,2,1,8,2,8,201,190,346,319,3,2,1,1,2,3,5,81,6,74,7,18,5,13,0,1,0,0,1823,1777
2010-10-17,2010,6,49ers,Raiders,17,9,"Candlestick Park, San Francisco",53,10,72,outdoors,San Francisco 49ers,-7.0,41.0,0,17,10,31,158,0,30,110,0,16,33,196,2,0,8,21,83,0,2,2,5,2,14,191,69,349,179,0,0,2,0,0,2,11,143,8,60,7,17,5,15,0,0,0,0,2001,1599
2010-10-17,2010,6,Vikings,Cowboys,24,21,U.S. Bank Stadium,0,0,0,dome,Minnesota Vikings,-1.5,44.0,1,14,16,28,95,1,28,94,0,14,19,118,1,0,24,32,220,3,2,3,25,0,0,93,220,188,314,1,1,0,0,1,2,5,45,11,91,6,12,9,17,0,0,1,1,1670,1930
2010-10-17,2010,6,Redskins,Colts,24,27,FedExField,70,7,46,outdoors,Indianapolis Colts,-3.0,45.0,1,23,22,24,113,2,29,170,1,29,45,246,1,2,25,38,307,2,0,3,24,1,8,222,299,335,469,0,0,4,3,2,3,7,53,3,15,4,13,3,10,0,1,0,0,1950,1650
2010-10-18,2010,6,Jaguars,Titans,3,30,TIAA Bank Stadium,70,8,0,outdoors,Tennessee Titans,-3.0,43.5,0,17,20,25,76,0,39,153,1,21,36,189,0,3,14,21,171,2,0,2,16,0,0,173,171,249,324,1,1,1,0,4,0,7,55,8,57,3,13,8,14,2,4,1,1,1635,1965
