game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,handicap,points_line,points_line_result,is_divisional_game,is_dome_game,home_previous_game,away_previous_game,away_distance_travelled,home_score_margin_rank,away_score_margin_rank,home_pass_yards_margin_rank,away_pass_yards_margin_rank,home_pass_yards_margin_reverse_rank,away_pass_yards_margin_reverse_rank,home_rush_yards_margin_rank,away_rush_yards_margin_rank,home_rush_yards_margin_reverse_rank,away_rush_yards_margin_reverse_rank,home_turnovers_margin_rank,away_turnovers_margin_rank,home_turnovers_margin_reverse_rank,away_turnovers_margin_reverse_rank,home_sacks_allowed_margin_rank,away_sacks_allowed_margin_rank,home_sacks_allowed_margin_reverse_rank,away_sacks_allowed_margin_reverse_rank,home_penallity_yards_margin_rank,away_penallity_yards_margin_rank,home_penallity_yards_margin_reverse_rank,away_penallity_yards_margin_reverse_rank,home_third_downs_converted_margin_rank,away_third_downs_converted_margin_rank,home_third_downs_converted_margin_reverse_rank,away_third_downs_converted_margin_reverse_rank,home_fourth_downs_converted_margin_rank,away_fourth_downs_converted_margin_rank,home_fourth_downs_converted_margin_reverse_rank,away_fourth_downs_converted_margin_reverse_rank,home_time_possession_margin_rank,away_time_possession_margin_rank,home_time_possession_margin_reverse_rank,away_time_possession_margin_reverse_rank,home_team_win
2012-12-13,2012,15,Eagles,Bengals,13,34,Lincoln Financial Field,36,1,55,outdoors,-5,45.0,1,0,0,2,2,501,0.019,0.036,0.053,0.044,0.017,0.026,0.033,0.028,0.026,0.029,0.055,0.029,0.014,0.036,0.04,0.027,0.029,0.049,0.029,0.031,0.039,0.023,0.037,0.028,0.029,0.032,0.039,0.043,0.027,0.023,0.031,0.024,0.025,0.014,0
2012-12-16,2012,15,Rams,Vikings,22,36,The Dome at America's Center,0,0,0,dome,-2.5,39.5,1,0,1,0,0,466,0.017,0.03,0.018,0.013,0.035,0.063,0.015,0.063,0.037,0.011,0.029,0.034,0.031,0.031,0.034,0.031,0.032,0.033,0.043,0.024,0.017,0.032,0.027,0.029,0.03,0.041,0.06,0.037,0.014,0.031,0.015,0.028,0.035,0.05,0
2012-12-16,2012,15,Texans,Colts,29,17,Reliant Stadium,0,0,0,retractable roof (closed),-10.5,48.0,0,1,1,2,0,871,0.051,0.014,0.029,0.037,0.026,0.037,0.041,0.015,0.016,0.055,0.028,0.043,0.047,0.016,0.023,0.043,0.05,0.022,0.034,0.016,0.043,0.062,0.039,0.041,0.023,0.017,0.019,0.026,0.043,0.014,0.053,0.031,0.016,0.044,1
2012-12-16,2012,15,Ravens,Broncos,17,34,M&T Bank Stadium,53,7,74,outdoors,-3,48.0,1,0,0,0,1,1508,0.067,0.04,0.031,0.052,0.028,0.046,0.035,0.041,0.031,0.02,0.022,0.031,0.052,0.022,0.031,0.025,0.044,0.057,0.035,0.024,0.027,0.029,0.038,0.03,0.042,0.027,0.022,0.018,0.048,0.035,0.035,0.03,0.046,0.031,0
2012-12-16,2012,15,Saints,Buccaneers,41,0,Mercedes-Benz Superdome,0,0,0,dome,-3.5,55.0,0,1,1,0,0,478,0.043,0.016,0.054,0.02,0.018,0.031,0.029,0.035,0.04,0.039,0.028,0.033,0.031,0.035,0.023,0.029,0.03,0.025,0.035,0.041,0.046,0.02,0.035,0.031,0.033,0.025,0.028,0.047,0.041,0.021,0.03,0.024,0.033,0.033,1
2012-12-16,2012,15,Falcons,Giants,34,0,Georgia Dome,0,0,0,dome,k,50.0,0,0,1,0,0,810,0.04,0.088,0.06,0.037,0.021,0.022,0.027,0.04,0.051,0.042,0.023,0.026,0.043,0.081,0.026,0.019,0.032,0.047,0.011,0.028,0.038,0.049,0.039,0.026,0.027,0.03,0.023,0.021,0.035,0.065,0.045,0.037,0.028,0.028,1
2012-12-16,2012,15,Browns,Redskins,21,38,FirstEnergy Stadium,59,18,67,outdoors,-4,40.5,1,0,0,0,0,312,0.013,0.03,0.036,0.015,0.027,0.051,0.019,0.064,0.048,0.017,0.023,0.028,0.019,0.029,0.028,0.028,0.033,0.03,0.038,0.038,0.03,0.025,0.036,0.028,0.033,0.037,0.026,0.033,0.018,0.018,0.023,0.034,0.046,0.028,0
2012-12-16,2012,15,Bears,Packers,13,21,Soldier Field,44,9,79,outdoors,-3,43.5,0,1,0,0,0,184,0.03,0.046,0.014,0.032,0.038,0.03,0.033,0.018,0.015,0.021,0.026,0.014,0.043,0.05,0.041,0.04,0.024,0.027,0.028,0.022,0.016,0.046,0.031,0.026,0.034,0.033,0.024,0.011,0.034,0.035,0.038,0.03,0.023,0.026,0
2012-12-16,2012,15,Dolphins,Jaguars,24,3,Sun Life Stadium,80,13,60,outdoors,-7.5,38.0,0,0,0,0,0,314,0.014,0.009,0.015,0.021,0.047,0.045,0.033,0.013,0.035,0.046,0.038,0.023,0.013,0.023,0.027,0.05,0.026,0.012,0.017,0.023,0.045,0.042,0.016,0.033,0.037,0.024,0.031,0.043,0.036,0.018,0.018,0.018,0.043,0.039,1
2012-12-16,2012,15,Cardinals,Lions,38,10,State Farm Stadium,0,0,0,retractable roof (closed),-6.5,43.5,1,0,1,0,0,1694,0.019,0.021,0.029,0.041,0.043,0.009,0.012,0.017,0.044,0.024,0.033,0.036,0.029,0.031,0.046,0.023,0.021,0.031,0.031,0.042,0.022,0.021,0.024,0.039,0.034,0.026,0.072,0.041,0.022,0.036,0.02,0.034,0.038,0.024,1
