game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,handicap,points_line,points_line_result,is_divisional_game,is_dome_game,home_previous_game,away_previous_game,away_distance_travelled,home_score_margin_rank,away_score_margin_rank,home_pass_yards_margin_rank,away_pass_yards_margin_rank,home_pass_yards_margin_reverse_rank,away_pass_yards_margin_reverse_rank,home_rush_yards_margin_rank,away_rush_yards_margin_rank,home_rush_yards_margin_reverse_rank,away_rush_yards_margin_reverse_rank,home_turnovers_margin_rank,away_turnovers_margin_rank,home_turnovers_margin_reverse_rank,away_turnovers_margin_reverse_rank,home_sacks_allowed_margin_rank,away_sacks_allowed_margin_rank,home_sacks_allowed_margin_reverse_rank,away_sacks_allowed_margin_reverse_rank,home_penallity_yards_margin_rank,away_penallity_yards_margin_rank,home_penallity_yards_margin_reverse_rank,away_penallity_yards_margin_reverse_rank,home_third_downs_converted_margin_rank,away_third_downs_converted_margin_rank,home_third_downs_converted_margin_reverse_rank,away_third_downs_converted_margin_reverse_rank,home_fourth_downs_converted_margin_rank,away_fourth_downs_converted_margin_rank,home_fourth_downs_converted_margin_reverse_rank,away_fourth_downs_converted_margin_reverse_rank,home_time_possession_margin_rank,away_time_possession_margin_rank,home_time_possession_margin_reverse_rank,away_time_possession_margin_reverse_rank,home_team_win
2012-09-27,2012,4,Ravens,Browns,23,16,M&T Bank Stadium,77,5,64,outdoors,-11.5,43.5,0,1,0,2,2,308,0.069,0.01,0.035,0.035,0.026,0.029,0.038,0.018,0.026,0.046,0.024,0.025,0.049,0.017,0.028,0.029,0.042,0.029,0.033,0.036,0.029,0.029,0.039,0.034,0.046,0.036,0.023,0.029,0.051,0.02,0.047,0.025,0.048,0.045,1
2012-09-30,2012,4,Rams,Seahawks,19,13,The Dome at America's Center,0,0,0,dome,-2.5,39.0,0,1,1,0,2,1720,0.015,0.052,0.019,0.022,0.036,0.037,0.016,0.046,0.042,0.019,0.027,0.015,0.029,0.048,0.042,0.045,0.031,0.025,0.041,0.033,0.02,0.021,0.027,0.032,0.027,0.033,0.056,0.045,0.014,0.023,0.014,0.033,0.036,0.033,1
2012-09-30,2012,4,Bills,Patriots,28,52,Ralph Wilson Stadium,58,7,72,outdoors,-4.5,48.5,1,1,0,0,0,386,0.02,0.052,0.016,0.033,0.037,0.026,0.029,0.034,0.035,0.019,0.049,0.018,0.02,0.037,0.023,0.03,0.035,0.042,0.025,0.025,0.028,0.043,0.021,0.029,0.03,0.033,0.023,0.016,0.027,0.06,0.021,0.021,0.021,0.031,0
2012-09-30,2012,4,Lions,Vikings,13,20,Ford Field,0,0,0,dome,-4.0,48.5,0,1,1,0,0,542,0.023,0.032,0.044,0.012,0.01,0.059,0.019,0.06,0.025,0.011,0.031,0.038,0.037,0.036,0.023,0.033,0.032,0.034,0.046,0.027,0.019,0.029,0.035,0.03,0.024,0.038,0.042,0.04,0.038,0.028,0.029,0.034,0.023,0.044,0
2012-09-30,2012,4,Chiefs,Chargers,20,37,Arrowhead Stadium,67,0,54,outdoors,-2.5,43.5,1,1,0,0,0,1333,0.013,0.027,0.017,0.023,0.035,0.02,0.028,0.02,0.029,0.023,0.059,0.032,0.013,0.017,0.034,0.028,0.022,0.03,0.03,0.03,0.02,0.027,0.041,0.037,0.022,0.031,0.04,0.025,0.019,0.025,0.033,0.04,0.036,0.02,0
2012-09-30,2012,4,Falcons,Panthers,30,28,Georgia Dome,0,0,0,dome,-7.0,48.0,1,1,1,0,1,282,0.04,0.027,0.059,0.032,0.023,0.022,0.026,0.033,0.042,0.035,0.021,0.025,0.05,0.031,0.025,0.031,0.032,0.028,0.012,0.042,0.036,0.029,0.039,0.032,0.026,0.031,0.029,0.02,0.038,0.026,0.049,0.043,0.024,0.036,1
2012-09-30,2012,4,Texans,Titans,38,14,Reliant Stadium,0,0,0,retractable roof (closed),-13.5,45.0,1,1,1,0,0,671,0.045,0.022,0.029,0.026,0.026,0.047,0.051,0.022,0.015,0.063,0.029,0.025,0.041,0.02,0.027,0.027,0.05,0.031,0.031,0.033,0.048,0.032,0.044,0.028,0.024,0.032,0.019,0.025,0.038,0.028,0.046,0.011,0.014,0.05,1
2012-09-30,2012,4,Jets,49ers,0,34,MetLife Stadium,67,4,50,outdoors,-4.0,41.0,0,0,0,0,0,2560,0.016,0.069,0.022,0.017,0.027,0.031,0.023,0.064,0.026,0.01,0.041,0.014,0.019,0.069,0.033,0.038,0.02,0.038,0.017,0.051,0.035,0.021,0.02,0.02,0.03,0.044,0.023,0.039,0.023,0.079,0.028,0.033,0.025,0.024,0
2012-09-30,2012,4,Jaguars,Bengals,10,27,TIAA Bank Stadium,86,7,62,outdoors,-1.5,45.5,0,0,0,0,0,627,0.01,0.03,0.019,0.042,0.047,0.031,0.018,0.028,0.038,0.03,0.023,0.03,0.022,0.03,0.044,0.027,0.013,0.044,0.019,0.031,0.045,0.029,0.037,0.028,0.024,0.032,0.043,0.042,0.018,0.026,0.021,0.023,0.039,0.016,0
2012-09-30,2012,4,Broncos,Raiders,37,6,Empower Field at Mile High,72,6,26,outdoors,-6.5,47.0,0,1,0,0,0,934,0.038,0.012,0.047,0.033,0.054,0.031,0.044,0.039,0.019,0.041,0.036,0.052,0.021,0.02,0.025,0.019,0.052,0.027,0.026,0.038,0.026,0.027,0.031,0.03,0.029,0.037,0.022,0.035,0.033,0.026,0.026,0.025,0.031,0.035,1
2012-09-30,2012,4,Cardinals,Dolphins,24,21,State Farm Stadium,0,0,0,retractable roof (closed),-4.0,39.5,1,0,1,0,0,1982,0.022,0.016,0.032,0.014,0.042,0.046,0.014,0.036,0.044,0.032,0.025,0.04,0.026,0.012,0.044,0.029,0.023,0.025,0.031,0.017,0.023,0.049,0.022,0.018,0.038,0.033,0.062,0.03,0.027,0.035,0.018,0.017,0.041,0.036,1
2012-09-30,2012,4,Buccaneers,Redskins,22,24,Raymond James Stadium,89,11,52,outdoors,-2.0,45.0,1,0,0,0,0,822,0.015,0.028,0.021,0.016,0.03,0.045,0.031,0.047,0.045,0.019,0.033,0.039,0.037,0.03,0.032,0.024,0.028,0.03,0.041,0.037,0.021,0.027,0.034,0.03,0.024,0.032,0.052,0.031,0.02,0.021,0.028,0.034,0.033,0.029,0
2012-09-30,2012,4,Packers,Saints,28,27,Lambeau Field,64,7,58,outdoors,-7.5,54.0,1,0,0,2,0,1011,0.05,0.045,0.034,0.056,0.026,0.016,0.022,0.031,0.023,0.043,0.012,0.028,0.052,0.033,0.047,0.024,0.027,0.033,0.02,0.034,0.043,0.045,0.027,0.033,0.032,0.031,0.012,0.028,0.034,0.041,0.033,0.035,0.026,0.034,1
2012-09-30,2012,4,Eagles,Giants,19,17,Lincoln Financial Field,63,6,59,outdoors,-1.5,46.5,0,1,0,0,1,85,0.02,0.078,0.054,0.042,0.016,0.021,0.03,0.029,0.024,0.042,0.052,0.025,0.012,0.075,0.031,0.019,0.03,0.047,0.032,0.029,0.035,0.047,0.036,0.029,0.03,0.031,0.037,0.023,0.028,0.059,0.036,0.042,0.029,0.031,1
2012-10-01,2012,4,Cowboys,Bears,18,34,Cowboys Stadium,0,0,0,retractable roof (closed),-3.0,41.5,1,0,1,1,1,816,0.022,0.03,0.048,0.013,0.016,0.041,0.022,0.037,0.036,0.017,0.035,0.026,0.022,0.045,0.023,0.045,0.028,0.024,0.046,0.027,0.019,0.016,0.028,0.028,0.03,0.035,0.022,0.021,0.029,0.034,0.042,0.035,0.024,0.023,0
