game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2011-09-25,2011,3,Panthers,Jaguars,16,10,Bank of America Stadium,75,4,87,outdoors,Carolina Panthers,-3.5,43.5,0,16,13,28,107,0,34,128,0,18,34,158,1,0,12,21,139,1,1,0,0,2,10,158,129,265,257,0,0,5,0,0,1,8,69,8,60,6,16,3,14,0,0,1,2,1774,1826
2011-09-25,2011,3,Titans,Broncos,17,14,Nissan Stadium,73,11,51,outdoors,Tennessee Titans,-7.0,44.0,0,17,19,23,38,0,23,59,0,27,36,311,2,0,24,39,173,2,2,2,16,1,1,295,172,333,231,3,2,0,0,2,2,11,80,1,15,8,15,8,15,1,1,0,1,1854,1746
2011-09-25,2011,3,Browns,Dolphins,17,16,FirstEnergy Stadium,70,5,72,outdoors,Miami Dolphins,-2.0,42.5,0,19,22,19,70,0,38,138,0,19,39,210,2,1,19,29,255,1,1,0,0,5,24,210,231,280,369,0,0,2,1,1,2,8,85,10,93,3,11,4,13,1,1,1,2,1329,2271
2011-09-25,2011,3,Saints,Texans,40,33,Mercedes-Benz Superdome,0,0,0,dome,New Orleans Saints,-4.0,51.0,1,27,21,22,100,2,25,109,0,31,44,370,3,2,22,39,373,3,1,2,16,2,9,354,364,454,473,0,0,0,0,2,1,4,26,7,56,8,13,6,14,0,0,0,1,1794,1806
2011-09-25,2011,3,Bengals,49ers,8,13,Paul Brown Stadium,71,2,61,outdoors,Cincinnati Bengals,-1.0,38.5,0,14,16,20,79,0,29,50,1,17,32,157,0,2,20,30,201,0,0,1,8,5,25,149,176,228,226,1,1,3,1,3,1,6,40,12,70,1,10,5,15,0,0,0,1,1480,2120
2011-09-25,2011,3,Eagles,Giants,16,29,Lincoln Financial Field,76,5,79,outdoors,Philadelphia Eagles,-8.0,46.5,0,25,14,40,177,1,25,102,0,20,30,211,0,3,16,23,254,4,0,2,12,3,22,199,232,376,334,3,0,0,0,3,0,7,36,4,21,7,15,5,12,1,2,0,1,2211,1389
2011-09-25,2011,3,Bills,Patriots,34,31,Ralph Wilson Stadium,78,8,60,outdoors,New England Patriots,-7.5,54.5,1,24,30,20,79,1,26,108,0,27,40,369,2,2,30,45,387,4,4,0,0,0,0,369,387,448,495,0,0,0,0,2,4,9,77,8,93,4,11,3,9,0,1,2,2,1725,1875
2011-09-25,2011,3,Vikings,Lions,23,26,U.S. Bank Stadium,0,0,0,dome,Detroit Lions,-3.0,45.0,1,16,19,23,132,1,19,20,0,22,36,211,1,0,32,46,378,2,0,4,22,5,40,189,338,321,358,1,0,1,0,0,0,10,79,7,65,4,14,7,17,0,1,0,0,1670,2049
2011-09-25,2011,3,Raiders,Jets,34,24,Oakland Coliseum,70,7,70,outdoors,New York Jets,-3.0,41.0,1,23,25,32,234,4,25,100,1,18,27,156,0,0,27,44,369,2,1,1,7,4,30,149,339,383,439,0,0,1,1,0,2,7,55,7,61,0,8,6,14,0,0,0,2,1600,2000
2011-09-25,2011,3,Rams,Ravens,7,37,The Dome at America's Center,0,0,0,dome,Baltimore Ravens,-6.0,42.0,1,17,25,26,112,0,26,168,0,16,32,166,1,1,27,48,389,3,0,5,34,2,4,132,385,244,553,2,1,3,1,2,1,8,117,5,32,4,14,6,15,0,1,1,1,1729,1871
2011-09-25,2011,3,Chargers,Chiefs,20,17,Qualcomm Stadium,67,8,68,outdoors,San Diego Chargers,-14.5,44.5,0,22,13,30,117,2,27,81,0,24,38,266,0,2,17,24,176,2,1,2,8,1,5,258,171,375,252,2,0,1,0,2,1,4,40,7,65,8,14,5,12,0,1,1,1,2083,1517
2011-09-25,2011,3,Seahawks,Cardinals,13,10,CenturyLink Field,68,20,0,outdoors,Arizona Cardinals,-3.0,43.0,0,16,20,30,122,1,28,90,0,18,31,171,0,1,25,39,252,1,2,4,32,3,18,139,234,261,324,1,0,3,0,1,2,8,39,2,20,6,16,3,14,0,0,1,1,1691,1909
2011-09-25,2011,3,Bears,Packers,17,27,Soldier Field,61,10,85,outdoors,Green Bay Packers,-5.0,45.5,0,12,24,12,13,0,29,100,0,21,37,302,2,2,28,38,297,3,1,3,24,2,5,278,292,291,392,2,0,2,1,2,2,10,70,7,35,3,12,5,13,0,1,0,0,1351,2249
2011-09-25,2011,3,Buccaneers,Falcons,16,13,Raymond James Stadium,89,9,94,outdoors,Tampa Bay Buccaneers,-1.0,45.0,0,20,21,36,115,1,15,30,0,22,32,180,0,2,26,47,330,1,1,0,0,4,35,180,295,295,325,0,0,2,2,2,3,9,66,7,50,5,14,5,13,1,1,0,1,2152,1448
2011-09-25,2011,3,Colts,Steelers,20,23,Lucas Oil Stadium,0,0,0,retractable roof (closed),Pittsburgh Steelers,-11.0,39.5,1,14,19,21,97,1,28,67,0,18,40,153,0,0,25,37,364,1,1,1,9,3,23,144,341,241,408,1,1,2,2,1,3,3,21,4,38,7,16,8,15,0,0,0,0,1562,2038
2011-09-26,2011,3,Cowboys,Redskins,18,16,Cowboys Stadium,0,0,0,retractable roof (closed),Dallas Cowboys,-3.5,45.0,0,17,20,26,125,0,22,65,0,22,36,255,0,1,22,37,250,1,1,1,5,3,17,250,233,375,298,6,1,1,1,2,2,6,55,4,35,3,13,3,12,0,0,0,0,1896,1704
