game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2011-10-30,2011,8,Rams,Saints,31,21,The Dome at America's Center,0,0,0,dome,New Orleans Saints,-14.0,48.5,1,21,8,31,183,2,20,56,1,20,37,175,1,0,30,44,269,1,2,4,35,6,42,140,227,323,283,2,1,0,0,1,2,9,64,5,32,5,16,8,17,2,2,1,1,1883,1717
2011-10-30,2011,8,Ravens,Cardinals,30,27,M&T Bank Stadium,48,9,49,outdoors,Baltimore Ravens,-11.5,43.0,1,30,17,26,107,3,30,109,1,31,51,336,0,1,10,21,153,1,1,3,38,6,55,298,98,405,207,2,1,1,0,2,1,11,99,12,92,4,11,2,11,0,0,1,1,1782,1818
2011-10-30,2011,8,Giants,Dolphins,20,17,MetLife Stadium,41,12,55,outdoors,New York Giants,-10.0,43.5,0,21,18,23,58,0,26,145,2,31,45,349,2,0,13,22,138,0,1,1,5,5,37,344,101,402,246,1,0,0,0,0,1,7,46,4,30,8,16,5,13,0,1,1,2,1946,1654
2011-10-30,2011,8,Titans,Colts,27,10,Nissan Stadium,62,0,35,outdoors,Tennessee Titans,-7.5,43.5,0,17,22,31,96,1,26,158,1,23,33,224,1,0,26,49,250,0,2,1,9,2,9,215,241,311,399,0,0,1,0,0,2,3,40,10,66,7,17,6,17,0,0,0,2,1888,1712
2011-10-30,2011,8,Texans,Jaguars,24,14,Reliant Stadium,0,0,0,retractable roof (open),Houston Texans,-10.0,41.0,0,20,13,39,156,2,25,84,1,16,30,225,1,0,10,32,97,1,2,2,23,1,7,202,90,358,174,2,2,1,0,2,2,7,60,5,39,10,17,5,14,0,0,1,1,2119,1481
2011-10-30,2011,8,Panthers,Vikings,21,24,Bank of America Stadium,54,6,52,outdoors,Carolina Panthers,-3.0,47.0,0,21,22,27,140,0,33,132,2,22,35,290,3,0,18,28,236,1,0,3,25,4,7,265,229,405,361,3,2,2,1,2,1,6,60,4,43,6,12,7,14,1,1,0,0,1675,1925
2011-10-30,2011,8,Bills,Redskins,23,0,Rogers Centre,0,0,0,dome,Buffalo Bills,-4.0,46.5,0,17,10,33,138,0,11,26,0,21,27,262,2,1,20,33,208,0,2,2,10,10,56,252,152,390,178,1,1,1,0,2,2,6,35,4,59,7,14,4,14,0,0,0,2,2091,1509
2011-10-30,2011,8,Broncos,Lions,10,45,Empower Field at Mile High,56,5,31,outdoors,Detroit Lions,-3.5,43.5,1,19,21,30,195,0,28,113,1,18,39,172,1,1,22,32,272,3,0,7,55,2,9,117,263,312,376,5,2,0,0,3,0,5,55,4,45,2,14,4,12,0,3,0,0,1826,1774
2011-10-30,2011,8,49ers,Browns,20,10,"Candlestick Park, San Francisco",67,5,68,outdoors,San Francisco 49ers,-9.5,38.5,0,19,18,39,174,1,23,66,0,15,24,177,1,0,22,34,241,1,1,1,3,4,17,174,224,348,290,1,0,5,1,0,2,5,40,5,39,6,15,6,14,0,1,2,2,1972,1628
2011-10-30,2011,8,Steelers,Patriots,25,17,Heinz Field,40,3,79,outdoors,New England Patriots,-3.0,52.0,0,29,19,23,98,0,12,43,0,36,50,365,2,1,24,35,198,2,0,5,36,3,28,329,170,427,213,1,0,1,0,1,0,8,50,6,37,10,16,3,10,0,0,0,0,2362,1238
2011-10-30,2011,8,Seahawks,Bengals,12,34,CenturyLink Field,56,14,0,outdoors,Cincinnati Bengals,-1.5,37.5,1,20,18,20,61,1,27,92,0,25,47,375,0,1,18,29,168,2,2,4,25,1,8,350,160,411,252,1,1,0,0,2,2,11,80,7,65,5,15,6,14,1,2,0,0,1713,1887
2011-10-30,2011,8,Eagles,Cowboys,34,7,Lincoln Financial Field,42,5,64,outdoors,Philadelphia Eagles,-3.0,49.5,0,31,12,38,239,2,10,85,0,21,28,279,2,0,18,35,203,1,1,4,23,4,21,256,182,495,267,2,0,0,0,0,1,6,33,3,20,7,12,3,10,1,1,1,2,2529,1071
2011-10-31,2011,8,Chiefs,Chargers,23,20,Arrowhead Stadium,63,0,31,outdoors,San Diego Chargers,-3.0,44.5,0,19,22,32,94,1,27,102,1,19,32,261,1,2,26,41,369,0,2,3,14,3,24,247,345,341,447,2,2,3,2,4,4,9,53,12,105,7,14,5,14,0,0,0,0,1935,2249
