game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
28/09/2003,Pittsburgh Steelers,Tennessee Titans,13,30,13:01:00,Heinz Field ,00:03:18,25,9,25,69,1,22,40,0,31,47,332,0,2,15,16,161,3,0,3,25,1,3,307,158,376,198,1,0,0,0,2,0,8,80,10,77,4,13,3,10,2,3,0,0,00:35:50,00:24:10,Steelers,outdoors,dessograss,"63,244","60 degrees, relative humidity 60%, wind 8 mph, wind chill 0",Pittsburgh Steelers,-3.5,44,under
28/09/2003,St. Louis Rams,Arizona Cardinals,37,13,13:02:00,Edward Jones Dome ,00:03:08,34,7,41,133,2,14,36,1,28,42,272,2,1,13,21,135,0,0,1,4,1,10,268,125,401,161,2,0,3,3,1,3,5,35,10,92,11,17,0,8,0,0,2,2,00:42:27,00:17:33,Cardinals,dome,astroturf,"65,758",,St. Louis Rams,-11.5,45.5,over
28/09/2003,Buffalo Bills,Philadelphia Eagles,13,23,13:02:00,Ralph Wilson Stadium ,00:03:25,15,19,12,21,1,34,176,2,27,43,296,1,0,18,29,173,0,0,2,9,2,14,287,159,308,335,3,1,2,0,1,0,10,84,7,45,6,15,9,16,2,3,0,0,00:26:12,00:33:48,Eagles,outdoors,astroplay,"73,305","59 degrees, relative humidity 53%, wind 12 mph, wind chill 0",Buffalo Bills,-3,39.5,under
28/09/2003,Minnesota Vikings,San Francisco 49ers,35,7,13:03:00,Hubert H. Humphrey Metrodome ,00:02:59,19,18,30,102,1,25,145,0,16,21,267,4,0,23,41,254,1,3,2,15,4,27,252,227,354,372,0,0,1,0,0,3,4,29,9,55,5,10,6,15,0,0,1,4,00:29:02,00:30:58,Vikings,dome,astroturf,"64,111",,Pi,k,43,under
28/09/2003,Cleveland Browns,Cincinnati Bengals,14,21,13:03:00,Cleveland Browns Stadium ,00:02:54,18,17,22,69,0,29,80,0,23,36,280,2,1,23,31,215,3,0,2,10,0,0,270,215,339,295,3,0,0,0,1,0,11,101,11,60,5,11,9,15,0,1,0,0,00:30:13,00:29:47,Browns,outdoors,grass,"73,428","55 degrees, relative humidity 58%, wind 8 mph, wind chill 0",Cleveland Browns,-4.5,40,under
28/09/2003,Washington Redskins,New England Patriots,20,17,13:03:00,FedExField ,00:03:03,15,23,29,119,2,30,106,0,10,22,147,0,0,25,38,289,2,3,2,13,1,8,134,281,253,387,1,0,1,1,0,4,9,75,8,64,3,11,7,15,0,0,0,1,00:26:21,00:33:39,Redskins,outdoors,grass,"83,632","65 degrees, relative humidity 61%, wind 13 mph, wind chill 0",Washington Redskins,-3.5,43,under
28/09/2003,Houston Texans,Jacksonville Jaguars,24,20,13:05:00,Reliant Stadium ,00:03:19,21,15,37,110,2,22,79,1,23,37,234,1,2,18,37,263,1,3,1,5,0,0,229,263,339,342,4,2,3,2,4,5,4,43,9,48,7,16,2,11,1,1,1,1,00:35:14,00:24:46,Texans,retractable roof (open),grass,"70,041",,Jacksonville Jaguars,-2.5,37.5,over
28/09/2003,Baltimore Ravens,Kansas City Chiefs,10,17,16:05:00,M&T Bank Stadium ,00:02:52,22,15,36,202,1,28,129,0,15,26,140,0,3,17,28,159,1,0,3,16,3,23,124,136,326,265,1,1,1,0,4,0,4,30,4,26,5,12,4,14,0,1,0,0,00:31:15,00:28:45,Chiefs,outdoors,sportturf,"69,459","70 degrees, relative humidity 51%, wind 9 mph, wind chill 0",Kansas City Chiefs,-3,43.5,under
28/09/2003,Oakland Raiders,San Diego Chargers,34,31,16:05:00,Network Associates Coliseum ,00:03:25,23,22,24,120,1,39,222,2,26,43,348,3,1,22,32,208,2,1,3,20,0,0,328,208,448,430,1,1,0,0,2,1,7,57,9,111,5,15,3,13,2,2,1,1,00:32:46,00:37:13,Chargers,outdoors,grass,"54,078","63 degrees, relative humidity 75%, wind 14 mph, wind chill 0",Oakland Raiders,-7,41.5,over
28/09/2003,Carolina Panthers,Atlanta Falcons,23,3,16:15:00,Ericsson Stadium ,00:02:55,19,11,39,193,1,23,144,0,17,27,168,1,0,14,23,152,0,1,0,0,6,29,168,123,361,267,3,1,1,0,1,1,4,40,9,84,8,17,2,12,0,0,0,1,00:32:37,00:27:23,Falcons,outdoors,grass,"72,765","75 degrees, relative humidity 41%, wind 10 mph, wind chill 0",Carolina Panthers,-6,35.5,under
28/09/2003,Denver Broncos,Detroit Lions,20,16,16:15:00,Invesco Field at Mile High ,00:03:11,20,16,23,79,0,24,144,0,25,34,277,2,0,15,33,149,2,0,3,24,1,8,253,141,332,285,3,1,1,0,1,0,6,44,8,74,4,11,7,15,0,0,1,2,00:33:20,00:26:40,Lions,outdoors,grass,"75,719","66 degrees, relative humidity 26%, wind 9 mph, wind chill 0",Denver Broncos,-12,44,under
