game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
25/12/2009,Tennessee Titans,San Diego Chargers,17,42,19:34:00,LP Field ,00:02:53,17,30,27,182,2,40,166,4,8,21,89,0,2,21,28,264,2,0,1,1,1,5,88,259,270,425,1,1,1,1,3,1,9,74,6,45,2,8,8,11,1,1,1,1,00:20:53,00:39:07,Chargers,outdoors,grass,"69,143","33 degrees, relative humidity 70%, wind 7 mph, wind chill 27",Tennessee Titans,-2,48,over
27/12/2009,Cleveland Browns,Oakland Raiders,23,9,13:01:00,Cleveland Browns Stadium ,00:03:25,16,19,46,164,1,19,88,0,8,17,121,1,0,26,45,333,0,3,2,3,4,32,118,301,282,389,1,1,1,0,1,3,6,64,13,126,6,16,3,13,0,0,0,2,00:30:22,00:29:38,Raiders,outdoors,grass,"67,964","34 degrees, relative humidity 84%, wind 6 mph, wind chill 30",Cleveland Browns,-3,37,under
27/12/2009,Green Bay Packers,Seattle Seahawks,48,10,13:02:00,Lambeau Field ,00:03:07,20,17,32,153,5,29,115,0,16,29,273,1,0,19,37,198,1,4,1,9,3,22,264,176,417,291,1,0,0,0,0,4,5,50,8,86,8,14,6,17,0,0,0,2,00:32:14,00:27:46,Packers,outdoors,grass,"70,429","18 degrees, relative humidity 96%, wind 5 mph, wind chill 11",Green Bay Packers,-13.5,43.5,over
27/12/2009,Pittsburgh Steelers,Baltimore Ravens,23,20,13:02:00,Heinz Field ,00:03:07,17,20,23,48,1,38,175,0,17,33,259,1,1,13,25,166,2,1,4,21,4,18,238,148,286,323,1,1,2,2,2,3,4,20,11,113,5,13,5,13,0,0,0,1,00:27:27,00:32:33,Steelers,outdoors,dessograss,"64,068","39 degrees, relative humidity 49%, wind 9 mph",Pittsburgh Steelers,-3,43,push
27/12/2009,Miami Dolphins,Houston Texans,20,27,13:02:00,Dolphin Stadium ,00:03:07,23,21,16,60,1,32,126,1,35,55,322,1,1,20,31,286,2,1,3,19,1,6,303,280,363,406,1,0,0,0,1,1,4,30,3,15,9,18,4,11,1,1,1,1,00:27:22,00:32:38,Dolphins (deferred),outdoors,grass,"65,847","75 degrees, relative humidity 65%, wind 6 mph, wind chill 0",Miami Dolphins,-2,47,push
27/12/2009,Atlanta Falcons,Buffalo Bills,31,3,13:02:00,Georgia Dome ,00:03:02,24,11,37,157,0,18,40,0,18,35,250,3,0,17,29,146,0,2,3,16,2,8,234,138,391,178,2,0,1,1,0,3,6,70,10,60,8,17,2,10,3,4,0,0,00:34:25,00:25:35,Bills,dome,fieldturf,"68,887",,Atlanta Falcons,-8,40,under
27/12/2009,New England Patriots,Jacksonville Jaguars,35,7,13:02:00,Gillette Stadium ,00:02:36,26,16,36,197,1,25,98,1,23,26,267,4,0,19,25,185,0,2,0,0,2,8,267,177,464,275,1,1,1,0,1,2,2,10,1,5,6,10,4,11,2,3,1,2,00:32:25,00:27:35,Jaguars (deferred),outdoors,fieldturf,"68,756","55 degrees, relative humidity 88%, wind 14 mph, wind chill 0",New England Patriots,-9,44.5,under
27/12/2009,Cincinnati Bengals,Kansas City Chiefs,17,10,13:03:00,Paul Brown Stadium ,00:03:00,17,17,36,144,0,28,123,0,17,25,139,2,1,22,37,180,1,2,1,9,1,8,130,172,274,295,0,0,1,0,1,2,6,36,6,40,7,15,7,15,0,0,0,1,00:33:52,00:26:08,Chiefs,outdoors,fieldturf,"64,333","41 degrees, relative humidity 50%, wind 14 mph",Cincinnati Bengals,-13,39.5,under
27/12/2009,New Orleans Saints,Tampa Bay Buccaneers,17,20,13:03:00,Louisiana Superdome ,00:03:04,23,24,23,124,1,34,176,1,32,37,258,1,0,21,31,271,0,2,1,9,3,8,249,263,373,439,1,1,1,0,1,2,2,14,7,42,6,11,7,12,0,0,0,1,00:30:39,00:36:15,Buccaneers,dome,fieldturf,"70,021",,New Orleans Saints,-14,48.5,under
27/12/2009,New York Giants,Carolina Panthers,9,41,13:03:00,Giants Stadium ,00:02:50,22,25,19,60,0,46,247,2,29,43,296,1,2,15,20,171,3,0,4,39,1,2,257,169,317,416,4,2,1,0,4,0,4,29,4,20,5,13,10,15,1,2,0,0,00:27:44,00:32:16,Giants,outdoors,fieldturf,"78,809","50 degrees, relative humidity 39%, wind 12 mph",New York Giants,-8.5,43,over
27/12/2009,San Francisco 49ers,Detroit Lions,20,6,16:04:00,Candlestick Park ,00:03:06,13,16,32,84,1,31,114,0,20,31,230,1,0,18,33,181,0,3,1,4,2,6,226,175,310,289,1,1,3,3,1,6,4,29,1,10,5,17,2,12,1,2,0,1,00:30:38,00:29:22,Lions,outdoors,grass,"69,732","55 degrees, relative humidity 80%, wind 5 mph, wind chill 0",San Francisco 49ers,-14,41,under
27/12/2009,Arizona Cardinals,St. Louis Rams,31,10,16:05:00,University of Phoenix Stadium ,00:02:57,26,14,32,110,2,21,88,0,24,38,313,2,0,20,32,171,1,3,2,16,4,21,297,150,407,238,2,1,2,1,1,4,3,15,4,20,5,14,6,14,0,0,0,1,00:34:11,00:25:49,Rams,retractable roof (open),grass,"62,624",,Arizona Cardinals,-16,43.5,under
27/12/2009,Philadelphia Eagles,Denver Broncos,30,27,16:16:00,Lincoln Financial Field ,00:03:34,22,13,28,105,0,18,70,0,20,35,322,3,1,27,41,189,3,1,4,33,3,18,289,171,394,241,5,2,0,0,3,1,9,59,9,95,4,13,5,15,0,0,1,1,00:30:43,00:29:17,Broncos,outdoors,grass,"69,144","45 degrees, relative humidity 52%, wind 7 mph",Philadelphia Eagles,-7,43,over
27/12/2009,Indianapolis Colts,New York Jets,15,29,16:16:00,Lucas Oil Stadium ,00:02:59,18,17,23,64,2,44,202,1,18,32,236,0,1,12,19,106,0,0,2,14,2,15,222,91,286,293,1,1,0,0,2,0,3,15,5,52,2,11,7,16,0,1,0,1,00:26:54,00:33:06,Colts,retractable roof (closed),fieldturf,"67,222",,Indianapolis Colts,-3,40.5,over
