game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
15/01/2011,Pittsburgh Steelers,Baltimore Ravens,31,24,16:35:00,Heinz Field ,00:03:24,21,12,31,71,2,18,35,1,19,32,226,2,0,16,30,125,1,1,6,34,5,34,192,91,263,126,2,2,2,2,2,3,9,93,6,74,7,14,5,12,1,1,0,1,00:34:28,00:25:32,Steelers (deferred),outdoors,grass ,"64,879","36 degrees, relative humidity 58%, wind 17 mph, wind chill 26",Pittsburgh Steelers,-3,37,over
15/01/2011,Atlanta Falcons,Green Bay Packers,21,48,20:15:00,Georgia Dome ,00:03:03,15,28,14,45,1,31,96,2,20,29,186,1,2,31,36,366,3,0,5,37,2,20,149,346,194,442,2,2,1,1,4,1,7,32,6,65,3,10,8,12,1,2,0,0,00:21:41,00:38:19,Packers (deferred),dome,fieldturf ,"69,210",,Atlanta Falcons,-1.5,43.5,over
16/01/2011,Chicago Bears,Seattle Seahawks,35,24,13:05:00,Soldier Field ,00:03:19,21,18,45,176,3,12,34,0,15,29,274,2,1,26,46,258,3,0,3,13,2,16,261,242,437,276,2,0,1,0,1,0,8,71,3,20,10,18,3,14,1,2,0,0,00:37:11,00:22:50,Seahawks,outdoors,grass ,"62,265","24 degrees, relative humidity 55%, wind 4 mph, wind chill 19",Chicago Bears,-10,43,over
16/01/2011,New England Patriots,New York Jets,21,28,16:40:00,Gillette Stadium ,00:03:05,26,14,28,113,0,29,120,1,29,45,299,2,1,16,25,194,3,0,5,40,0,0,259,194,372,314,3,0,1,0,1,0,6,44,3,35,5,14,6,13,0,2,0,0,00:34:56,00:25:04,Patriots (deferred),outdoors,fieldturf ,"68,756","30 degrees, relative humidity 0%, wind 14 mph, wind chill 19",New England Patriots,-9.5,45,over
