game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
27/09/2012,Baltimore Ravens,Cleveland Browns,23,16,20:30:00,M&T Bank Stadium ,00:03:15,23,20,27,101,1,17,43,1,28,46,356,1,1,25,52,320,0,1,4,19,1,6,337,314,438,357,0,0,1,1,1,2,11,100,7,66,5,15,3,15,0,1,0,1,00:33:03,00:26:57,Ravens (deferred),outdoors,sportturf,"70,944","77 degrees, relative humidity 64%, wind 5 mph, wind chill 0",Baltimore Ravens,-11.5,43.5,under
30/09/2012,St. Louis Rams,Seattle Seahawks,19,13,13:00:00,Edward Jones Dome ,00:02:56,15,19,27,75,0,34,179,1,17,31,223,1,1,17,25,160,0,3,2,12,2,20,211,140,286,319,0,0,0,0,1,3,6,37,5,55,5,13,2,9,1,1,0,0,00:30:08,00:29:52,Rams (deferred),dome,astroplay,"53,193",,Seattle Seahawks,-2.5,39,under
30/09/2012,Buffalo Bills,New England Patriots,28,52,13:02:00,Ralph Wilson Stadium ,00:03:17,19,33,27,98,0,40,247,4,22,39,350,4,4,22,36,340,3,0,3,10,1,7,340,333,438,580,3,2,3,2,6,2,3,17,1,10,8,15,4,11,0,0,0,0,00:29:13,00:30:47,Patriots (deferred),outdoors,a_turf,"70,684","58 degrees, relative humidity 72%, wind 7 mph, wind chill 0",New England Patriots,-4.5,48.5,over
30/09/2012,Detroit Lions,Minnesota Vikings,13,20,13:03:00,Ford Field ,00:03:01,23,15,20,55,1,28,127,0,30,51,319,0,0,16,26,111,0,0,5,33,2,11,286,100,341,227,1,1,0,0,1,0,5,72,5,87,6,16,3,12,1,3,0,0,00:30:42,00:29:18,Vikings,dome,fieldturf ,"63,616",,Detroit Lions,-4,48.5,under
30/09/2012,Kansas City Chiefs,San Diego Chargers,20,37,13:03:00,Arrowhead Stadium ,00:03:14,25,19,22,115,1,34,104,1,24,42,251,2,3,18,23,209,2,1,2,17,3,20,234,189,349,293,4,3,2,0,6,1,9,80,7,75,4,10,3,12,0,0,0,0,00:26:08,00:33:52,Chargers,outdoors,grass ,"69,979","67 degrees, relative humidity 54%, no wind, wind chill 0",San Diego Chargers,-2.5,43.5,over
30/09/2012,Atlanta Falcons,Carolina Panthers,30,28,13:03:00,Georgia Dome ,00:03:21,24,21,19,121,0,35,199,2,25,40,369,3,1,15,25,215,2,0,7,64,3,10,305,205,426,404,0,0,3,1,1,1,2,15,9,64,5,13,4,11,0,0,0,0,00:29:54,00:30:06,Falcons,dome,fieldturf ,"69,594",,Atlanta Falcons,-7,48,over
30/09/2012,Houston Texans,Tennessee Titans,38,14,13:03:00,Reliant Stadium ,00:02:54,16,17,31,95,1,29,158,0,20,28,202,2,0,17,27,193,2,2,0,0,4,26,202,167,297,325,0,0,2,1,0,3,1,3,7,73,6,14,4,12,1,1,1,1,00:32:26,00:27:34,Texans,retractable roof (closed),grass ,"71,581",,Houston Texans,-13.5,45,over
30/09/2012,New York Jets,San Francisco 49ers,0,34,13:03:00,MetLife Stadium ,00:02:56,9,26,17,45,0,44,247,3,14,30,112,0,1,12,22,143,0,0,3,12,2,9,100,134,145,381,3,3,2,0,4,0,4,30,8,67,2,13,4,12,0,0,1,1,00:23:04,00:36:56,49ers,outdoors,fieldturf,"79,088","67 degrees, relative humidity 50%, wind 4 mph, wind chill 0",San Francisco 49ers,-4,41,under
30/09/2012,Jacksonville Jaguars,Cincinnati Bengals,10,27,16:05:00,EverBank Field ,00:02:46,17,20,18,69,0,34,138,1,23,34,186,1,1,20,31,244,2,1,6,43,0,0,143,244,212,382,1,1,2,1,2,2,3,37,6,50,2,11,2,11,0,1,1,1,00:28:41,00:31:19,Bengals (deferred),outdoors,grass ,"63,030","86 degrees, relative humidity 62%, wind 7 mph, wind chill 0",Jacksonville Jaguars,-1.5,45.5,under
30/09/2012,Denver Broncos,Oakland Raiders,37,6,16:05:00,Sports Authority Field at Mile High ,00:02:55,26,12,38,165,1,16,56,0,30,39,338,3,0,19,34,202,0,0,0,0,3,21,338,181,503,237,1,1,1,0,1,0,4,30,5,41,10,16,1,12,1,2,1,2,00:37:25,00:22:35,Raiders (deferred),outdoors,grass ,"76,787","72 degrees, relative humidity 26%, wind 6 mph, wind chill 0",Denver Broncos,-6.5,47,under
