game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
12/01/2013,Denver Broncos,Baltimore Ravens,35,38,16:36:00,Sports Authority Field at Mile High ,00:04:11,30,21,41,125,0,39,155,1,28,43,290,3,2,18,34,331,3,0,3,17,1,7,273,324,398,479,2,1,1,1,3,1,10,87,8,56,7,16,7,17,1,1,0,1,00:40:06,00:36:36,Broncos (deferred),outdoors,grass ,"76,732","13 degrees, relative humidity 62%, wind 8 mph, wind chill 2",Denver Broncos,-9,44.5,over
12/01/2013,San Francisco 49ers,Green Bay Packers,45,31,20:25:00,Candlestick Park ,00:03:10,29,20,43,323,4,16,104,1,17,31,263,2,1,26,39,257,2,1,1,7,1,9,256,248,579,352,1,0,3,1,1,2,8,86,5,26,8,13,5,12,0,0,1,1,00:38:01,00:21:59,49ers,outdoors,grass ,"69,732","48 degrees, relative humidity 50%, wind 5 mph, wind chill 0",San Francisco 49ers,-3,45.5,over
13/01/2013,Atlanta Falcons,Seattle Seahawks,30,28,13:05:00,Georgia Dome ,00:03:09,24,28,26,167,0,28,123,2,24,35,250,3,2,24,36,385,2,1,0,0,2,17,250,368,417,491,0,0,1,1,2,2,3,11,6,35,6,11,3,8,0,0,0,1,00:31:13,00:28:47,Falcons,dome,fieldturf ,"70,366",,Atlanta Falcons,-3,47,over
13/01/2013,New England Patriots,Houston Texans,41,28,16:40:00,Gillette Stadium ,00:03:15,24,25,24,122,2,23,91,1,25,40,344,3,0,34,51,343,2,1,1,9,1,9,335,334,457,425,0,0,3,0,0,1,5,56,3,20,6,13,4,15,0,0,3,4,00:28:36,00:31:24,Texans,outdoors,fieldturf ,"68,756","51 degrees, relative humidity 87%, wind 10 mph, wind chill 0",New England Patriots,-9.5,51,over
