game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
13/09/2012,Green Bay Packers,Chicago Bears,23,10,20:29:00,Lambeau Field ,00:03:12,19,11,28,106,0,23,94,0,23,33,246,2,1,11,27,126,1,4,5,31,7,52,215,74,321,168,2,1,0,0,2,4,4,54,8,65,4,14,5,15,1,1,1,2,00:32:11,00:27:49,Bears (deferred),outdoors,grass ,"70,543","60 degrees, relative humidity 67%, no wind, wind chill 0",Green Bay Packers,-5.5,51,under
16/09/2012,Miami Dolphins,Oakland Raiders,35,13,13:02:00,Sun Life Stadium ,00:03:10,24,18,43,263,4,14,23,0,18,30,200,1,0,24,48,373,1,1,1,11,0,0,189,373,452,396,0,0,1,0,0,1,3,21,5,42,9,17,1,12,1,1,0,0,00:34:41,00:25:19,Raiders (deferred),outdoors,grass ,"54,245","80 degrees, relative humidity 75%, wind 8 mph, wind chill 0",Oakland Raiders,-2,41,over
16/09/2012,Cincinnati Bengals,Cleveland Browns,34,27,13:02:00,Paul Brown Stadium ,00:03:16,21,21,25,80,0,23,130,1,24,31,318,3,1,26,37,322,2,0,6,23,2,13,295,309,375,439,0,0,1,1,1,1,6,54,10,103,4,12,7,15,1,1,0,0,00:32:53,00:27:07,Bengals (deferred),outdoors,fieldturf ,"63,036","76 degrees, relative humidity 37%, wind 5 mph, wind chill 0",Cincinnati Bengals,-7,39.5,over
16/09/2012,New England Patriots,Arizona Cardinals,18,20,13:02:00,Gillette Stadium ,00:03:19,25,16,28,90,0,32,102,1,28,46,316,1,1,15,27,140,1,0,4,19,2,0,297,140,387,242,0,0,2,2,1,2,8,60,5,39,5,15,4,14,0,0,0,0,00:31:41,00:28:19,Patriots (deferred),outdoors,fieldturf ,"68,756","64 degrees, relative humidity 55%, wind 2 mph, wind chill 0",New England Patriots,-13.5,47,under
16/09/2012,Buffalo Bills,Kansas City Chiefs,35,17,13:02:00,Ralph Wilson Stadium ,00:03:11,15,25,36,201,2,24,150,0,10,19,178,2,0,23,42,301,2,1,0,0,5,29,178,272,379,422,1,0,3,2,0,3,5,50,4,33,5,12,5,14,0,0,0,0,00:29:21,00:30:39,Bills (deferred),outdoors,a_turf,"69,402","66 degrees, relative humidity 55%, wind 11 mph, wind chill 0",Buffalo Bills,-3,45,over
16/09/2012,Carolina Panthers,New Orleans Saints,35,27,13:03:00,Bank of America Stadium ,00:03:09,23,27,41,219,3,27,163,2,14,20,253,1,0,31,49,325,1,2,1,9,1,2,244,323,463,486,1,1,1,0,1,2,4,34,2,23,6,12,7,13,0,1,0,1,00:29:36,00:30:24,Saints,outdoors,grass ,"72,879","71 degrees, relative humidity 85%, wind 4 mph, wind chill 0",New Orleans Saints,-3,54,over
16/09/2012,Jacksonville Jaguars,Houston Texans,7,27,13:03:00,EverBank Field ,00:03:00,9,28,14,65,0,48,216,3,9,21,76,1,0,26,35,195,0,0,3,24,0,0,52,195,117,411,1,1,1,0,1,0,8,71,10,64,0,9,8,17,0,0,1,1,00:16:43,00:43:17,Texans,outdoors,grass ,"62,907","83 degrees, relative humidity 66%, wind 5 mph, wind chill 0",Houston Texans,-7,40,under
16/09/2012,Philadelphia Eagles,Baltimore Ravens,24,23,13:03:00,Lincoln Financial Field ,00:03:38,26,17,41,129,2,21,111,1,23,32,371,1,2,22,42,232,1,1,2,14,2,18,357,214,486,325,2,2,1,1,4,2,7,58,6,45,7,15,4,14,1,1,0,2,00:34:21,00:25:39,Eagles,outdoors,grass ,"69,144","72 degrees, relative humidity 40%, wind 5 mph, wind chill 0",Philadelphia Eagles,-3,47,push
16/09/2012,New York Giants,Tampa Bay Buccaneers,41,34,13:03:00,MetLife Stadium ,00:03:23,31,14,25,94,1,22,79,1,31,51,510,3,3,15,28,243,2,2,0,0,2,15,510,228,604,307,1,0,1,0,3,2,7,53,5,33,5,13,2,10,0,0,0,0,00:33:29,00:26:31,Buccaneers (deferred),outdoors,fieldturf,"76,964","73 degrees, relative humidity 39%, wind 1 mph, wind chill 0",New York Giants,-8,43.5,over
16/09/2012,Indianapolis Colts,Minnesota Vikings,23,20,13:03:00,Lucas Oil Stadium ,00:03:12,17,19,30,84,0,26,95,0,20,31,224,2,0,27,35,245,2,0,2,30,4,13,194,232,278,327,0,0,2,1,0,1,7,51,11,105,7,16,7,15,0,0,1,1,00:29:38,00:30:22,Vikings,retractable roof (open),fieldturf ,"63,912",,Minnesota Vikings,-3,45.5,under
