game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2017-11-16,2017,11,Steelers,Titans,40,17,Heinz Field,40,17,0,outdoors,Pittsburgh Steelers,-7.0,44.5,1,25,17,21,65,0,21,52,1,30,45,299,4,0,22,34,306,1,4,3,15,5,42,284,264,349,316,1,0,0,0,0,4,7,61,9,65,4,12,5,13,0,1,1,2,1900,1700
2017-11-19,2017,11,Browns,Jaguars,7,19,FirstEnergy Stadium,38,16,0,outdoors,Jacksonville Jaguars,-7.5,37.0,0,11,15,18,50,0,44,139,0,16,32,179,1,2,17,30,154,1,0,5,45,2,9,134,145,184,284,6,3,5,1,5,1,0,0,6,40,3,13,6,20,0,1,1,1,1385,2215
2017-11-19,2017,11,Texans,Cardinals,31,21,NRG Stadium,0,0,0,retractable roof (closed),Houston Texans,-2.5,38.0,1,22,17,34,134,2,18,48,0,22,32,230,2,1,22,34,257,3,2,1,7,2,13,223,244,357,292,4,1,1,0,2,2,6,42,10,90,8,15,3,10,0,0,0,1,2026,1574
2017-11-19,2017,11,Vikings,Rams,24,7,U.S. Bank Stadium,0,0,0,dome,Minnesota Vikings,-1.0,46.0,0,27,15,35,171,2,17,45,1,27,38,280,1,0,23,37,225,0,0,0,0,2,16,280,209,451,254,0,0,1,1,0,1,7,65,8,60,7,14,3,11,1,1,0,1,2242,1358
2017-11-19,2017,11,Bears,Lions,24,27,Soldier Field,33,16,0,outdoors,Detroit Lions,-3.0,41.0,1,24,20,30,222,2,24,65,0,18,30,179,1,0,21,31,299,2,0,1,3,3,12,176,287,398,352,1,1,2,1,1,1,5,64,6,49,3,9,3,10,1,1,0,0,1764,1836
2017-11-19,2017,11,Packers,Ravens,0,23,Lambeau Field,28,14,0,outdoors,Baltimore Ravens,-2.5,38.5,0,16,14,25,75,0,26,58,1,21,36,239,0,3,22,28,183,1,1,6,49,3,22,190,161,265,219,4,2,1,0,5,1,5,53,3,30,4,13,3,14,1,4,1,1,1797,1803
2017-11-19,2017,11,Saints,Redskins,34,31,Mercedes-Benz Superdome,0,0,0,dome,New Orleans Saints,-9.5,52.5,1,27,24,23,160,1,33,156,1,29,41,385,2,1,22,32,322,3,0,2,10,2,22,375,300,535,456,0,0,1,0,1,0,7,54,9,67,4,12,4,12,1,1,2,2,1824,1931
2017-11-19,2017,11,Dolphins,Buccaneers,20,30,Hard Rock Stadium,81,9,0,outdoors,Tampa Bay Buccaneers,-1.0,44.0,1,18,19,19,83,0,24,53,0,23,40,365,2,3,22,37,275,2,0,1,0,1,7,365,268,448,321,4,2,0,0,5,0,17,123,9,82,6,13,3,13,0,1,0,0,1691,1909
2017-11-19,2017,11,Giants,Chiefs,12,9,MetLife Stadium,50,23,0,outdoors,Kansas City Chiefs,-10.0,44.5,0,20,22,32,112,1,29,134,0,19,36,205,0,1,27,41,230,0,3,0,0,1,1,205,229,317,363,1,0,1,0,1,3,5,48,9,87,3,13,3,11,2,3,1,1,1850,2236
2017-11-19,2017,11,Chargers,Bills,54,24,Dignity Health Sports Park,76,6,0,outdoors,Los Angeles Chargers,-7.0,41.5,1,28,18,35,146,2,22,173,2,25,37,284,2,0,21,39,224,1,5,1,1,1,4,283,220,429,393,1,0,2,1,0,6,1,13,6,48,7,14,6,14,0,0,1,2,2165,1435
2017-11-19,2017,11,Raiders,Patriots,8,33,Azteca Stadium,66,0,0,outdoors,New England Patriots,-7.0,55.0,0,21,25,21,109,0,20,89,0,28,49,237,1,1,30,37,340,3,0,1,2,1,8,235,332,344,421,1,1,1,0,2,0,8,66,2,10,7,15,5,10,2,4,0,0,1943,1657
2017-11-19,2017,11,Broncos,Bengals,17,20,Empower Field at Mile High,60,7,0,outdoors,Denver Broncos,-2.5,37.5,0,20,12,34,112,1,26,49,0,23,42,254,1,1,15,25,154,3,0,3,25,2,13,229,141,341,190,1,1,2,0,2,0,5,50,3,14,12,21,7,15,1,2,0,0,2111,1489
2017-11-19,2017,11,Cowboys,Eagles,9,37,AT&T Stadium,0,0,0,retractable roof (closed),Philadelphia Eagles,-6.0,48.0,0,14,17,27,112,0,33,215,2,18,32,145,0,3,14,27,168,2,0,4,32,0,0,113,168,225,383,1,1,0,0,4,0,2,10,3,30,3,14,5,14,0,1,1,1,1831,1769
2017-11-20,2017,11,Seahawks,Falcons,31,34,CenturyLink Field,45,6,0,outdoors,Atlanta Falcons,-1.0,46.0,1,26,22,23,136,1,30,89,1,27,43,254,2,1,19,27,195,2,0,3,30,1,5,224,190,360,279,1,1,2,1,2,1,9,106,7,69,5,12,9,14,1,2,0,0,1779,1821
