game_date,home_team,away_team,home_score,away_score,game_time,stadium,duration,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession,won_toss,roof,surface,attendance,weather,fav_team,handicap,points_line,points_line_result
08/10/2015,Houston Texans,Indianapolis Colts,20,27,20:26:00,NRG Stadium ,00:03:01,24,22,28,82,0,30,110,1,31,41,362,2,2,18,29,213,2,0,1,0,0,0,362,213,444,323,0,0,0,0,2,0,13,125,7,65,8,16,3,11,1,1,1,1,00:32:27,00:27:33,Colts (deferred),retractable roof (closed),fieldturf,"71,732",,Houston Texans,-2,44.5,over
11/10/2015,Green Bay Packers,St. Louis Rams,24,10,13:02:00,Lambeau Field ,00:03:14,14,17,27,86,0,36,191,0,19,30,241,2,2,12,31,161,1,4,2,5,3,18,236,143,322,334,1,1,1,0,3,4,7,67,8,40,4,13,5,18,0,1,1,1,00:26:17,00:33:43,Rams,outdoors,grass ,"78,432","67 degrees, relative humidity 61%, wind 14 mph, wind chill 0",Green Bay Packers,-9,45.5,under
11/10/2015,Kansas City Chiefs,Chicago Bears,17,18,13:02:00,Arrowhead Stadium ,00:03:14,16,21,25,117,0,26,87,0,16,30,181,1,0,26,45,252,2,0,3,11,2,11,170,241,287,328,0,0,2,1,0,1,3,49,6,49,5,14,6,14,0,0,0,1,00:26:23,00:33:37,Chiefs (deferred),outdoors,grass ,"75,799","72 degrees, relative humidity 51%, wind 10 mph, wind chill 0",Kansas City Chiefs,-9,45,under
11/10/2015,Baltimore Ravens,Cleveland Browns,30,33,13:02:00,M&T Bank Stadium ,00:03:40,22,25,31,181,3,25,83,1,19,35,210,1,0,36,51,457,2,0,1,14,4,35,196,422,377,505,0,0,0,0,0,0,12,98,9,74,5,14,12,19,0,0,0,0,00:29:01,00:39:16,Browns (deferred),outdoors,sportturf,"71,046","65 degrees, relative humidity 48%, wind 2 mph, wind chill 0",Baltimore Ravens,-6,42.5,over
11/10/2015,Atlanta Falcons,Washington Redskins,25,19,13:02:00,Georgia Dome ,00:03:11,29,18,32,176,1,24,51,1,24,42,254,0,2,21,32,219,1,2,3,12,1,0,242,219,418,270,3,1,1,0,3,2,4,62,5,51,6,15,4,12,3,3,1,1,00:34:56,00:27:49,Falcons (deferred),dome,fieldturf ,"70,178",,Atlanta Falcons,-7,48,under
11/10/2015,Tampa Bay Buccaneers,Jacksonville Jaguars,38,31,13:02:00,Raymond James Stadium ,00:03:07,20,21,40,183,2,17,55,0,13,19,209,1,0,23,33,303,4,1,2,23,6,33,186,270,369,325,0,0,1,1,0,2,10,72,3,12,5,11,2,8,0,0,1,1,00:34:41,00:25:19,Jaguars (deferred),outdoors,grass ,"58,490","84 degrees, relative humidity 55%, wind 9 mph, wind chill 0",Tampa Bay Buccaneers,-2.5,41.5,over
11/10/2015,Tennessee Titans,Buffalo Bills,13,14,13:03:00,Nissan Stadium ,00:02:59,17,13,28,97,1,28,127,1,21,32,187,0,1,11,18,113,1,0,2,8,4,31,179,82,276,209,0,0,2,1,1,1,9,74,7,62,5,13,4,12,0,0,0,0,00:35:31,00:24:29,Bills (deferred),outdoors,grass ,"65,670","67 degrees, relative humidity 58%, wind 5 mph",Buffalo Bills,-1,42,under
11/10/2015,Cincinnati Bengals,Seattle Seahawks,27,24,13:03:00,Paul Brown Stadium ,00:03:19,27,16,31,109,1,30,200,1,30,44,331,2,1,15,23,213,1,1,4,21,4,16,310,197,419,397,1,1,0,0,2,1,7,50,10,112,6,15,5,13,0,0,0,0,00:40:49,00:30:35,Seahawks (deferred),outdoors,fieldturf ,"65,004","66 degrees, relative humidity 59%, wind 3 mph, wind chill 0",Cincinnati Bengals,-3,43.5,over
11/10/2015,Philadelphia Eagles,New Orleans Saints,39,17,13:04:00,Lincoln Financial Field ,00:03:08,34,19,34,186,2,21,96,0,32,45,333,2,2,26,43,335,2,1,0,0,5,43,333,292,519,388,0,0,3,3,2,4,4,35,7,78,4,11,8,16,0,2,1,1,00:34:02,00:25:58,Saints (deferred),outdoors,grass ,"69,296","67 degrees, relative humidity 54%, wind 6 mph, wind chill 0",Philadelphia Eagles,-6,49.5,over
11/10/2015,Detroit Lions,Arizona Cardinals,17,42,16:05:00,Ford Field ,00:03:15,29,15,18,56,0,25,187,3,41,70,379,2,4,12,18,171,3,0,1,0,2,13,379,158,435,345,3,2,0,0,6,0,9,85,9,70,8,17,1,8,0,1,0,0,00:36:32,00:23:28,Lions,dome,fieldturf ,"60,816",,Arizona Cardinals,-3,45.5,over
