game_date,year,week,home_team_alias,away_team_alias,home_score,away_score,stadium,degrees,wind,humidity,roof,fav_team,handicap,points_line,points_line_result,home_first_downs,away_first_downs,home_num_rushes,home_rush_yards,home_rush_tds,away_num_rushes,away_rush_yards,away_rush_tds,home_pass_comp,home_pass_att,home_pass_yards,home_pass_tds,home_pass_ints,away_pass_comp,away_pass_att,away_pass_yards,away_pass_tds,away_pass_ints,home_sacks_allowed,home_sacks_yards_allowed,away_sacks_allowed,away_sacks_yards_allowed,home_net_pass_yards,away_net_pass_yards,home_total_yards,away_total_yards,home_fumbles,home_fumbles_lost,away_fumbles,away_fumbles_lost,home_turnovers,away_turnovers,home_num_penallity,home_penallity_yards,away_num_penallity,away_penallity_yards,home_third_downs,home_third_downs_converted,away_third_downs,away_third_downs_converted,home_fourth_downs,home_fourth_downs_converted,away_fourth_downs,away_fourth_downs_converted,home_time_possession,away_time_possession
2007-11-11,2007,10,Chiefs,Broncos,11,27,Arrowhead Stadium,69,15,70,outdoors,Kansas City Chiefs,-2.5,37.0,1,19,18,22,67,0,29,141,1,23,45,245,0,3,17,31,192,1,1,4,28,1,6,217,186,284,327,2,1,2,0,4,1,4,20,12,64,6,16,5,13,1,2,0,1,1831,1769
2007-11-11,2007,10,Saints,Rams,29,37,Mercedes-Benz Superdome,0,0,0,dome,New Orleans Saints,-10.5,47.0,1,22,26,10,43,2,34,133,1,25,36,272,2,2,28,34,304,3,0,2,16,4,28,256,276,299,409,1,0,1,0,2,0,2,28,5,77,4,8,8,13,0,1,0,0,1218,2382
2007-11-11,2007,10,Dolphins,Bills,10,13,Hard Rock Stadium,80,9,47,outdoors,Buffalo Bills,-2.5,40.5,0,15,15,38,143,1,25,63,1,16,29,131,0,0,12,23,157,0,1,1,5,2,6,126,151,269,214,0,0,2,0,0,1,7,39,2,10,9,19,2,10,1,3,1,1,2219,1381
2007-11-11,2007,10,Steelers,Browns,31,28,Heinz Field,40,3,85,outdoors,Pittsburgh Steelers,-9.5,47.5,1,22,13,35,159,1,18,40,0,23,35,278,2,1,16,35,123,3,0,4,36,0,0,242,123,401,163,1,0,2,1,1,1,5,30,7,40,8,16,5,12,0,0,0,0,2297,1303
2007-11-11,2007,10,Packers,Vikings,34,0,Lambeau Field,49,10,65,outdoors,Green Bay Packers,-6.0,40.5,0,29,11,32,120,1,15,86,0,35,48,368,3,0,16,26,176,0,1,0,0,3,15,368,161,488,247,0,0,1,0,0,1,4,35,5,51,11,17,0,8,2,2,0,3,2440,1160
2007-11-11,2007,10,Panthers,Falcons,13,20,Bank of America Stadium,63,6,46,outdoors,Carolina Panthers,-4.0,35.5,0,10,12,28,90,0,28,88,1,13,29,153,0,1,20,27,201,1,0,2,8,2,12,145,189,235,277,2,1,1,1,2,1,6,43,9,68,3,16,5,16,0,1,0,0,1700,1900
2007-11-11,2007,10,Titans,Jaguars,13,28,Nissan Stadium,62,11,30,outdoors,Tennessee Titans,-3.5,36.0,1,17,19,19,62,0,44,166,3,24,41,257,1,2,13,23,101,1,0,4,27,1,5,230,96,292,262,2,1,1,1,3,1,9,56,4,35,4,15,6,16,1,3,3,5,1537,2063
2007-11-11,2007,10,Redskins,Eagles,25,33,FedExField,49,0,44,outdoors,Washington Redskins,-2.5,37.5,1,25,22,36,158,0,28,139,1,23,34,215,3,0,20,28,251,4,0,1,12,2,11,203,240,361,379,3,2,2,2,2,2,11,74,5,38,6,12,6,10,0,2,1,1,1955,1645
2007-11-11,2007,10,Ravens,Bengals,7,21,M&T Bank Stadium,50,4,44,outdoors,Baltimore Ravens,-3.0,44.5,0,16,17,18,66,1,34,70,0,23,34,217,0,2,23,34,271,0,0,2,11,3,15,206,256,272,326,4,4,2,0,6,0,6,30,7,45,3,10,7,18,1,2,0,1,1458,2142
2007-11-11,2007,10,Cardinals,Lions,31,21,State Farm Stadium,0,0,0,retractable roof (closed),Arizona Cardinals,-2.0,45.0,1,21,16,28,73,0,8,-18,1,27,37,261,4,1,32,45,296,2,2,2,15,4,31,246,265,319,247,3,3,4,3,4,5,9,70,10,70,5,11,4,10,0,0,0,1,2068,1532
2007-11-11,2007,10,Raiders,Bears,6,17,Oakland Coliseum,62,14,63,outdoors,Chicago Bears,-3.5,38.0,0,12,16,30,107,0,34,78,1,14,27,108,0,1,17,28,239,1,0,3,22,3,22,86,217,193,295,3,2,3,0,3,0,6,46,7,50,3,15,5,16,0,0,0,0,1703,1897
2007-11-11,2007,10,Giants,Cowboys,20,31,MetLife Stadium,47,8,35,outdoors,Dallas Cowboys,-1.5,48.0,1,23,19,28,106,1,25,80,0,23,34,236,1,2,20,28,247,4,1,5,42,1,4,194,243,300,323,1,0,1,0,2,1,8,70,10,84,7,14,5,11,0,1,0,0,2088,1512
2007-11-11,2007,10,Chargers,Colts,23,21,Qualcomm Stadium,61,8,76,outdoors,Indianapolis Colts,-3.5,47.5,0,11,25,24,91,1,26,75,0,13,24,104,0,2,34,56,328,2,6,2,18,2,17,86,311,177,386,2,1,0,0,3,6,10,78,4,21,3,11,10,19,1,1,1,1,1428,2172
2007-11-12,2007,10,Seahawks,49ers,24,0,Qwest Field,49,10,74,outdoors,Seattle Seahawks,-9.0,37.5,0,27,6,36,106,1,16,79,0,27,40,278,2,1,12,28,114,0,0,1,4,3,20,274,94,380,173,3,1,2,2,2,2,4,39,10,53,6,14,1,12,0,0,0,3,2394,1206
